0x12121	0x3000
0x12E57	0x51DE
0x12E58	0x51E2
0x12E59	0x51EE
0x12E5A	0x5201
0x12E5B	0x34DB
0x12E5C	0x5213
0x12E5D	0x5215
0x12E5E	0x5249
0x12E5F	0x5257
0x12E60	0x5261
0x12E61	0x5293
0x12E62	0x52C8
0x12E63	0xFA33
0x12E64	0x52CC
0x12E65	0x52D0
0x12E66	0x52D6
0x12E67	0x52DB
0x12E68	0xFA34
0x12E69	0x52F0
0x12E6A	0x52FB
0x12E6B	0x5300
0x12E6C	0x5307
0x12E6D	0x531C
0x12E6E	0xFA35
0x12E6F	0x5361
0x12E70	0x5363
0x12E71	0x537D
0x12E72	0x5393
0x12E73	0x539D
0x12E74	0x53B2
0x12E75	0x5412
0x12E76	0x5427
0x12E77	0x544D
0x12E78	0x549C
0x12E79	0x546B
0x12E7A	0x5474
0x12E7B	0x547F
0x12E7C	0x5488
0x12E7D	0x5496
0x12E7E	0x54A1
0x12F21	0x54A9
0x12F22	0x54C6
0x12F23	0x54FF
0x12F24	0x550E
0x12F25	0x552B
0x12F26	0x5535
0x12F27	0x5550
0x12F28	0x555E
0x12F29	0x5581
0x12F2A	0x5586
0x12F2B	0x558E
0x12F2C	0xFA36
0x12F2D	0x55AD
0x12F2E	0x55CE
0x12F2F	0xFA37
0x12F30	0x5608
0x12F31	0x560E
0x12F32	0x563B
0x12F33	0x5649
0x12F34	0x5676
0x12F35	0x5666
0x12F36	0xFA38
0x12F37	0x566F
0x12F38	0x5671
0x12F39	0x5672
0x12F3A	0x5699
0x12F3B	0x569E
0x12F3C	0x56A9
0x12F3D	0x56AC
0x12F3E	0x56B3
0x12F3F	0x56C9
0x12F40	0x56CA
0x12F41	0x570A
0x12F42	0x2123D
0x12F43	0x5721
0x12F44	0x572F
0x12F45	0x5733
0x12F46	0x5734
0x12F47	0x5770
0x12F48	0x5777
0x12F49	0x577C
0x12F4A	0x579C
0x12F4B	0xFA0F
0x12F4C	0x2131B
0x12F4D	0x57B8
0x12F4E	0x57C7
0x12F4F	0x57C8
0x12F50	0x57CF
0x12F51	0x57E4
0x12F52	0x57ED
0x12F53	0x57F5
0x12F54	0x57F6
0x12F55	0x57FF
0x12F56	0x5809
0x12F57	0xFA10
0x12F58	0x5861
0x12F59	0x5864
0x12F5A	0xFA39
0x12F5B	0x587C
0x12F5C	0x5889
0x12F5D	0x589E
0x12F5E	0xFA3A
0x12F5F	0x58A9
0x12F60	0x2146E
0x12F61	0x58D2
0x12F62	0x58CE
0x12F63	0x58D4
0x12F64	0x58DA
0x12F65	0x58E0
0x12F66	0x58E9
0x12F67	0x590C
0x12F68	0x8641
0x12F69	0x595D
0x12F6A	0x596D
0x12F6B	0x598B
0x12F6C	0x5992
0x12F6D	0x59A4
0x12F6E	0x59C3
0x12F6F	0x59D2
0x12F70	0x59DD
0x12F71	0x5A13
0x12F72	0x5A23
0x12F73	0x5A67
0x12F74	0x5A6D
0x12F75	0x5A77
0x12F76	0x5A7E
0x12F77	0x5A84
0x12F78	0x5A9E
0x12F79	0x5AA7
0x12F7A	0x5AC4
0x12F7B	0x218BD
0x12F7C	0x5B19
0x12F7D	0x5B25
0x12F7E	0x525D
0x13021	0x4E9C
0x13022	0x5516
0x13023	0x5A03
0x13024	0x963F
0x13025	0x54C0
0x13026	0x611B
0x13027	0x6328
0x13028	0x59F6
0x13029	0x9022
0x1302A	0x8475
0x1302B	0x831C
0x1302C	0x7A50
0x1302D	0x60AA
0x1302E	0x63E1
0x1302F	0x6E25
0x13030	0x65ED
0x13031	0x8466
0x13032	0x82A6
0x13033	0x9BF5
0x13034	0x6893
0x13035	0x5727
0x13036	0x65A1
0x13037	0x6271
0x13038	0x5B9B
0x13039	0x59D0
0x1303A	0x867B
0x1303B	0x98F4
0x1303C	0x7D62
0x1303D	0x7DBE
0x1303E	0x9B8E
0x1303F	0x6216
0x13040	0x7C9F
0x13041	0x88B7
0x13042	0x5B89
0x13043	0x5EB5
0x13044	0x6309
0x13045	0x6697
0x13046	0x6848
0x13047	0x95C7
0x13048	0x978D
0x13049	0x674F
0x1304A	0x4EE5
0x1304B	0x4F0A
0x1304C	0x4F4D
0x1304D	0x4F9D
0x1304E	0x5049
0x1304F	0x56F2
0x13050	0x5937
0x13051	0x59D4
0x13052	0x5A01
0x13053	0x5C09
0x13054	0x60DF
0x13055	0x610F
0x13056	0x6170
0x13057	0x6613
0x13058	0x6905
0x13059	0x70BA
0x1305A	0x754F
0x1305B	0x7570
0x1305C	0x79FB
0x1305D	0x7DAD
0x1305E	0x7DEF
0x1305F	0x80C3
0x13060	0x840E
0x13061	0x8863
0x13062	0x8B02
0x13063	0x9055
0x13064	0x907A
0x13065	0x533B
0x13066	0x4E95
0x13067	0x4EA5
0x13068	0x57DF
0x13069	0x80B2
0x1306A	0x90C1
0x1306B	0x78EF
0x1306C	0x4E00
0x1306D	0x58F1
0x1306E	0x6EA2
0x1306F	0x9038
0x13070	0x7A32
0x13071	0x8328
0x13072	0x828B
0x13073	0x9C2F
0x13074	0x5141
0x13075	0x5370
0x13076	0x54BD
0x13077	0x54E1
0x13078	0x56E0
0x13079	0x59FB
0x1307A	0x5F15
0x1307B	0x98F2
0x1307C	0x6DEB
0x1307D	0x80E4
0x1307E	0x852D
0x13121	0x9662
0x13122	0x9670
0x13123	0x96A0
0x13124	0x97FB
0x13125	0x540B
0x13126	0x53F3
0x13127	0x5B87
0x13128	0x70CF
0x13129	0x7FBD
0x1312A	0x8FC2
0x1312B	0x96E8
0x1312C	0x536F
0x1312D	0x9D5C
0x1312E	0x7ABA
0x1312F	0x4E11
0x13130	0x7893
0x13131	0x81FC
0x13132	0x6E26
0x13133	0x5618
0x13134	0x5504
0x13135	0x6B1D
0x13136	0x851A
0x13137	0x9C3B
0x13138	0x59E5
0x13139	0x53A9
0x1313A	0x6D66
0x1313B	0x74DC
0x1313C	0x958F
0x1313D	0x5642
0x1313E	0x4E91
0x1313F	0x904B
0x13140	0x96F2
0x13141	0x834F
0x13142	0x990C
0x13143	0x53E1
0x13144	0x55B6
0x13145	0x5B30
0x13146	0x5F71
0x13147	0x6620
0x13148	0x66F3
0x13149	0x6804
0x1314A	0x6C38
0x1314B	0x6CF3
0x1314C	0x6D29
0x1314D	0x745B
0x1314E	0x76C8
0x1314F	0x7A4E
0x13150	0x9834
0x13151	0x82F1
0x13152	0x885B
0x13153	0x8A60
0x13154	0x92ED
0x13155	0x6DB2
0x13156	0x75AB
0x13157	0x76CA
0x13158	0x99C5
0x13159	0x60A6
0x1315A	0x8B01
0x1315B	0x8D8A
0x1315C	0x95B2
0x1315D	0x698E
0x1315E	0x53AD
0x1315F	0x5186
0x13160	0x5712
0x13161	0x5830
0x13162	0x5944
0x13163	0x5BB4
0x13164	0x5EF6
0x13165	0x6028
0x13166	0x63A9
0x13167	0x63F4
0x13168	0x6CBF
0x13169	0x6F14
0x1316A	0x708E
0x1316B	0x7114
0x1316C	0x7159
0x1316D	0x71D5
0x1316E	0x733F
0x1316F	0x7E01
0x13170	0x8276
0x13171	0x82D1
0x13172	0x8597
0x13173	0x9060
0x13174	0x925B
0x13175	0x9D1B
0x13176	0x5869
0x13177	0x65BC
0x13178	0x6C5A
0x13179	0x7525
0x1317A	0x51F9
0x1317B	0x592E
0x1317C	0x5965
0x1317D	0x5F80
0x1317E	0x5FDC
0x13221	0x62BC
0x13222	0x65FA
0x13223	0x6A2A
0x13224	0x6B27
0x13225	0x6BB4
0x13226	0x738B
0x13227	0x7FC1
0x13228	0x8956
0x13229	0x9D2C
0x1322A	0x9D0E
0x1322B	0x9EC4
0x1322C	0x5CA1
0x1322D	0x6C96
0x1322E	0x837B
0x1322F	0x5104
0x13230	0x5C4B
0x13231	0x61B6
0x13232	0x81C6
0x13233	0x6876
0x13234	0x7261
0x13235	0x4E59
0x13236	0x4FFA
0x13237	0x5378
0x13238	0x6069
0x13239	0x6E29
0x1323A	0x7A4F
0x1323B	0x97F3
0x1323C	0x4E0B
0x1323D	0x5316
0x1323E	0x4EEE
0x1323F	0x4F55
0x13240	0x4F3D
0x13241	0x4FA1
0x13242	0x4F73
0x13243	0x52A0
0x13244	0x53EF
0x13245	0x5609
0x13246	0x590F
0x13247	0x5AC1
0x13248	0x5BB6
0x13249	0x5BE1
0x1324A	0x79D1
0x1324B	0x6687
0x1324C	0x679C
0x1324D	0x67B6
0x1324E	0x6B4C
0x1324F	0x6CB3
0x13250	0x706B
0x13251	0x73C2
0x13252	0x798D
0x13253	0x79BE
0x13254	0x7A3C
0x13255	0x7B87
0x13256	0x82B1
0x13257	0x82DB
0x13258	0x8304
0x13259	0x8377
0x1325A	0x83EF
0x1325B	0x83D3
0x1325C	0x8766
0x1325D	0x8AB2
0x1325E	0x5629
0x1325F	0x8CA8
0x13260	0x8FE6
0x13261	0x904E
0x13262	0x971E
0x13263	0x868A
0x13264	0x4FC4
0x13265	0x5CE8
0x13266	0x6211
0x13267	0x7259
0x13268	0x753B
0x13269	0x81E5
0x1326A	0x82BD
0x1326B	0x86FE
0x1326C	0x8CC0
0x1326D	0x96C5
0x1326E	0x9913
0x1326F	0x99D5
0x13270	0x4ECB
0x13271	0x4F1A
0x13272	0x89E3
0x13273	0x56DE
0x13274	0x584A
0x13275	0x58CA
0x13276	0x5EFB
0x13277	0x5FEB
0x13278	0x602A
0x13279	0x6094
0x1327A	0x6062
0x1327B	0x61D0
0x1327C	0x6212
0x1327D	0x62D0
0x1327E	0x6539
0x13321	0x9B41
0x13322	0x6666
0x13323	0x68B0
0x13324	0x6D77
0x13325	0x7070
0x13326	0x754C
0x13327	0x7686
0x13328	0x7D75
0x13329	0x82A5
0x1332A	0x87F9
0x1332B	0x958B
0x1332C	0x968E
0x1332D	0x8C9D
0x1332E	0x51F1
0x1332F	0x52BE
0x13330	0x5916
0x13331	0x54B3
0x13332	0x5BB3
0x13333	0x5D16
0x13334	0x6168
0x13335	0x6982
0x13336	0x6DAF
0x13337	0x788D
0x13338	0x84CB
0x13339	0x8857
0x1333A	0x8A72
0x1333B	0x93A7
0x1333C	0x9AB8
0x1333D	0x6D6C
0x1333E	0x99A8
0x1333F	0x86D9
0x13340	0x57A3
0x13341	0x67FF
0x13342	0x86CE
0x13343	0x920E
0x13344	0x5283
0x13345	0x5687
0x13346	0x5404
0x13347	0x5ED3
0x13348	0x62E1
0x13349	0x64B9
0x1334A	0x683C
0x1334B	0x6838
0x1334C	0x6BBB
0x1334D	0x7372
0x1334E	0x78BA
0x1334F	0x7A6B
0x13350	0x899A
0x13351	0x89D2
0x13352	0x8D6B
0x13353	0x8F03
0x13354	0x90ED
0x13355	0x95A3
0x13356	0x9694
0x13357	0x9769
0x13358	0x5B66
0x13359	0x5CB3
0x1335A	0x697D
0x1335B	0x984D
0x1335C	0x984E
0x1335D	0x639B
0x1335E	0x7B20
0x1335F	0x6A2B
0x13360	0x6A7F
0x13361	0x68B6
0x13362	0x9C0D
0x13363	0x6F5F
0x13364	0x5272
0x13365	0x559D
0x13366	0x6070
0x13367	0x62EC
0x13368	0x6D3B
0x13369	0x6E07
0x1336A	0x6ED1
0x1336B	0x845B
0x1336C	0x8910
0x1336D	0x8F44
0x1336E	0x4E14
0x1336F	0x9C39
0x13370	0x53F6
0x13371	0x691B
0x13372	0x6A3A
0x13373	0x9784
0x13374	0x682A
0x13375	0x515C
0x13376	0x7AC3
0x13377	0x84B2
0x13378	0x91DC
0x13379	0x938C
0x1337A	0x565B
0x1337B	0x9D28
0x1337C	0x6822
0x1337D	0x8305
0x1337E	0x8431
0x13421	0x7CA5
0x13422	0x5208
0x13423	0x82C5
0x13424	0x74E6
0x13425	0x4E7E
0x13426	0x4F83
0x13427	0x51A0
0x13428	0x5BD2
0x13429	0x520A
0x1342A	0x52D8
0x1342B	0x52E7
0x1342C	0x5DFB
0x1342D	0x559A
0x1342E	0x582A
0x1342F	0x59E6
0x13430	0x5B8C
0x13431	0x5B98
0x13432	0x5BDB
0x13433	0x5E72
0x13434	0x5E79
0x13435	0x60A3
0x13436	0x611F
0x13437	0x6163
0x13438	0x61BE
0x13439	0x63DB
0x1343A	0x6562
0x1343B	0x67D1
0x1343C	0x6853
0x1343D	0x68FA
0x1343E	0x6B3E
0x1343F	0x6B53
0x13440	0x6C57
0x13441	0x6F22
0x13442	0x6F97
0x13443	0x6F45
0x13444	0x74B0
0x13445	0x7518
0x13446	0x76E3
0x13447	0x770B
0x13448	0x7AFF
0x13449	0x7BA1
0x1344A	0x7C21
0x1344B	0x7DE9
0x1344C	0x7F36
0x1344D	0x7FF0
0x1344E	0x809D
0x1344F	0x8266
0x13450	0x839E
0x13451	0x89B3
0x13452	0x8ACC
0x13453	0x8CAB
0x13454	0x9084
0x13455	0x9451
0x13456	0x9593
0x13457	0x9591
0x13458	0x95A2
0x13459	0x9665
0x1345A	0x97D3
0x1345B	0x9928
0x1345C	0x8218
0x1345D	0x4E38
0x1345E	0x542B
0x1345F	0x5CB8
0x13460	0x5DCC
0x13461	0x73A9
0x13462	0x764C
0x13463	0x773C
0x13464	0x5CA9
0x13465	0x7FEB
0x13466	0x8D0B
0x13467	0x96C1
0x13468	0x9811
0x13469	0x9854
0x1346A	0x9858
0x1346B	0x4F01
0x1346C	0x4F0E
0x1346D	0x5371
0x1346E	0x559C
0x1346F	0x5668
0x13470	0x57FA
0x13471	0x5947
0x13472	0x5B09
0x13473	0x5BC4
0x13474	0x5C90
0x13475	0x5E0C
0x13476	0x5E7E
0x13477	0x5FCC
0x13478	0x63EE
0x13479	0x673A
0x1347A	0x65D7
0x1347B	0x65E2
0x1347C	0x671F
0x1347D	0x68CB
0x1347E	0x68C4
0x13521	0x6A5F
0x13522	0x5E30
0x13523	0x6BC5
0x13524	0x6C17
0x13525	0x6C7D
0x13526	0x757F
0x13527	0x7948
0x13528	0x5B63
0x13529	0x7A00
0x1352A	0x7D00
0x1352B	0x5FBD
0x1352C	0x898F
0x1352D	0x8A18
0x1352E	0x8CB4
0x1352F	0x8D77
0x13530	0x8ECC
0x13531	0x8F1D
0x13532	0x98E2
0x13533	0x9A0E
0x13534	0x9B3C
0x13535	0x4E80
0x13536	0x507D
0x13537	0x5100
0x13538	0x5993
0x13539	0x5B9C
0x1353A	0x622F
0x1353B	0x6280
0x1353C	0x64EC
0x1353D	0x6B3A
0x1353E	0x72A0
0x1353F	0x7591
0x13540	0x7947
0x13541	0x7FA9
0x13542	0x87FB
0x13543	0x8ABC
0x13544	0x8B70
0x13545	0x63AC
0x13546	0x83CA
0x13547	0x97A0
0x13548	0x5409
0x13549	0x5403
0x1354A	0x55AB
0x1354B	0x6854
0x1354C	0x6A58
0x1354D	0x8A70
0x1354E	0x7827
0x1354F	0x6775
0x13550	0x9ECD
0x13551	0x5374
0x13552	0x5BA2
0x13553	0x811A
0x13554	0x8650
0x13555	0x9006
0x13556	0x4E18
0x13557	0x4E45
0x13558	0x4EC7
0x13559	0x4F11
0x1355A	0x53CA
0x1355B	0x5438
0x1355C	0x5BAE
0x1355D	0x5F13
0x1355E	0x6025
0x1355F	0x6551
0x13560	0x673D
0x13561	0x6C42
0x13562	0x6C72
0x13563	0x6CE3
0x13564	0x7078
0x13565	0x7403
0x13566	0x7A76
0x13567	0x7AAE
0x13568	0x7B08
0x13569	0x7D1A
0x1356A	0x7CFE
0x1356B	0x7D66
0x1356C	0x65E7
0x1356D	0x725B
0x1356E	0x53BB
0x1356F	0x5C45
0x13570	0x5DE8
0x13571	0x62D2
0x13572	0x62E0
0x13573	0x6319
0x13574	0x6E20
0x13575	0x865A
0x13576	0x8A31
0x13577	0x8DDD
0x13578	0x92F8
0x13579	0x6F01
0x1357A	0x79A6
0x1357B	0x9B5A
0x1357C	0x4EA8
0x1357D	0x4EAB
0x1357E	0x4EAC
0x13621	0x4F9B
0x13622	0x4FA0
0x13623	0x50D1
0x13624	0x5147
0x13625	0x7AF6
0x13626	0x5171
0x13627	0x51F6
0x13628	0x5354
0x13629	0x5321
0x1362A	0x537F
0x1362B	0x53EB
0x1362C	0x55AC
0x1362D	0x5883
0x1362E	0x5CE1
0x1362F	0x5F37
0x13630	0x5F4A
0x13631	0x602F
0x13632	0x6050
0x13633	0x606D
0x13634	0x631F
0x13635	0x6559
0x13636	0x6A4B
0x13637	0x6CC1
0x13638	0x72C2
0x13639	0x72ED
0x1363A	0x77EF
0x1363B	0x80F8
0x1363C	0x8105
0x1363D	0x8208
0x1363E	0x854E
0x1363F	0x90F7
0x13640	0x93E1
0x13641	0x97FF
0x13642	0x9957
0x13643	0x9A5A
0x13644	0x4EF0
0x13645	0x51DD
0x13646	0x5C2D
0x13647	0x6681
0x13648	0x696D
0x13649	0x5C40
0x1364A	0x66F2
0x1364B	0x6975
0x1364C	0x7389
0x1364D	0x6850
0x1364E	0x7C81
0x1364F	0x50C5
0x13650	0x52E4
0x13651	0x5747
0x13652	0x5DFE
0x13653	0x9326
0x13654	0x65A4
0x13655	0x6B23
0x13656	0x6B3D
0x13657	0x7434
0x13658	0x7981
0x13659	0x79BD
0x1365A	0x7B4B
0x1365B	0x7DCA
0x1365C	0x82B9
0x1365D	0x83CC
0x1365E	0x887F
0x1365F	0x895F
0x13660	0x8B39
0x13661	0x8FD1
0x13662	0x91D1
0x13663	0x541F
0x13664	0x9280
0x13665	0x4E5D
0x13666	0x5036
0x13667	0x53E5
0x13668	0x533A
0x13669	0x72D7
0x1366A	0x7396
0x1366B	0x77E9
0x1366C	0x82E6
0x1366D	0x8EAF
0x1366E	0x99C6
0x1366F	0x99C8
0x13670	0x99D2
0x13671	0x5177
0x13672	0x611A
0x13673	0x865E
0x13674	0x55B0
0x13675	0x7A7A
0x13676	0x5076
0x13677	0x5BD3
0x13678	0x9047
0x13679	0x9685
0x1367A	0x4E32
0x1367B	0x6ADB
0x1367C	0x91E7
0x1367D	0x5C51
0x1367E	0x5C48
0x13721	0x6398
0x13722	0x7A9F
0x13723	0x6C93
0x13724	0x9774
0x13725	0x8F61
0x13726	0x7AAA
0x13727	0x718A
0x13728	0x9688
0x13729	0x7C82
0x1372A	0x6817
0x1372B	0x7E70
0x1372C	0x6851
0x1372D	0x936C
0x1372E	0x52F2
0x1372F	0x541B
0x13730	0x85AB
0x13731	0x8A13
0x13732	0x7FA4
0x13733	0x8ECD
0x13734	0x90E1
0x13735	0x5366
0x13736	0x8888
0x13737	0x7941
0x13738	0x4FC2
0x13739	0x50BE
0x1373A	0x5211
0x1373B	0x5144
0x1373C	0x5553
0x1373D	0x572D
0x1373E	0x73EA
0x1373F	0x578B
0x13740	0x5951
0x13741	0x5F62
0x13742	0x5F84
0x13743	0x6075
0x13744	0x6176
0x13745	0x6167
0x13746	0x61A9
0x13747	0x63B2
0x13748	0x643A
0x13749	0x656C
0x1374A	0x666F
0x1374B	0x6842
0x1374C	0x6E13
0x1374D	0x7566
0x1374E	0x7A3D
0x1374F	0x7CFB
0x13750	0x7D4C
0x13751	0x7D99
0x13752	0x7E4B
0x13753	0x7F6B
0x13754	0x830E
0x13755	0x834A
0x13756	0x86CD
0x13757	0x8A08
0x13758	0x8A63
0x13759	0x8B66
0x1375A	0x8EFD
0x1375B	0x981A
0x1375C	0x9D8F
0x1375D	0x82B8
0x1375E	0x8FCE
0x1375F	0x9BE8
0x13760	0x5287
0x13761	0x621F
0x13762	0x6483
0x13763	0x6FC0
0x13764	0x9699
0x13765	0x6841
0x13766	0x5091
0x13767	0x6B20
0x13768	0x6C7A
0x13769	0x6F54
0x1376A	0x7A74
0x1376B	0x7D50
0x1376C	0x8840
0x1376D	0x8A23
0x1376E	0x6708
0x1376F	0x4EF6
0x13770	0x5039
0x13771	0x5026
0x13772	0x5065
0x13773	0x517C
0x13774	0x5238
0x13775	0x5263
0x13776	0x55A7
0x13777	0x570F
0x13778	0x5805
0x13779	0x5ACC
0x1377A	0x5EFA
0x1377B	0x61B2
0x1377C	0x61F8
0x1377D	0x62F3
0x1377E	0x6372
0x13821	0x691C
0x13822	0x6A29
0x13823	0x727D
0x13824	0x72AC
0x13825	0x732E
0x13826	0x7814
0x13827	0x786F
0x13828	0x7D79
0x13829	0x770C
0x1382A	0x80A9
0x1382B	0x898B
0x1382C	0x8B19
0x1382D	0x8CE2
0x1382E	0x8ED2
0x1382F	0x9063
0x13830	0x9375
0x13831	0x967A
0x13832	0x9855
0x13833	0x9A13
0x13834	0x9E78
0x13835	0x5143
0x13836	0x539F
0x13837	0x53B3
0x13838	0x5E7B
0x13839	0x5F26
0x1383A	0x6E1B
0x1383B	0x6E90
0x1383C	0x7384
0x1383D	0x73FE
0x1383E	0x7D43
0x1383F	0x8237
0x13840	0x8A00
0x13841	0x8AFA
0x13842	0x9650
0x13843	0x4E4E
0x13844	0x500B
0x13845	0x53E4
0x13846	0x547C
0x13847	0x56FA
0x13848	0x59D1
0x13849	0x5B64
0x1384A	0x5DF1
0x1384B	0x5EAB
0x1384C	0x5F27
0x1384D	0x6238
0x1384E	0x6545
0x1384F	0x67AF
0x13850	0x6E56
0x13851	0x72D0
0x13852	0x7CCA
0x13853	0x88B4
0x13854	0x80A1
0x13855	0x80E1
0x13856	0x83F0
0x13857	0x864E
0x13858	0x8A87
0x13859	0x8DE8
0x1385A	0x9237
0x1385B	0x96C7
0x1385C	0x9867
0x1385D	0x9F13
0x1385E	0x4E94
0x1385F	0x4E92
0x13860	0x4F0D
0x13861	0x5348
0x13862	0x5449
0x13863	0x543E
0x13864	0x5A2F
0x13865	0x5F8C
0x13866	0x5FA1
0x13867	0x609F
0x13868	0x68A7
0x13869	0x6A8E
0x1386A	0x745A
0x1386B	0x7881
0x1386C	0x8A9E
0x1386D	0x8AA4
0x1386E	0x8B77
0x1386F	0x9190
0x13870	0x4E5E
0x13871	0x9BC9
0x13872	0x4EA4
0x13873	0x4F7C
0x13874	0x4FAF
0x13875	0x5019
0x13876	0x5016
0x13877	0x5149
0x13878	0x516C
0x13879	0x529F
0x1387A	0x52B9
0x1387B	0x52FE
0x1387C	0x539A
0x1387D	0x53E3
0x1387E	0x5411
0x13921	0x540E
0x13922	0x5589
0x13923	0x5751
0x13924	0x57A2
0x13925	0x597D
0x13926	0x5B54
0x13927	0x5B5D
0x13928	0x5B8F
0x13929	0x5DE5
0x1392A	0x5DE7
0x1392B	0x5DF7
0x1392C	0x5E78
0x1392D	0x5E83
0x1392E	0x5E9A
0x1392F	0x5EB7
0x13930	0x5F18
0x13931	0x6052
0x13932	0x614C
0x13933	0x6297
0x13934	0x62D8
0x13935	0x63A7
0x13936	0x653B
0x13937	0x6602
0x13938	0x6643
0x13939	0x66F4
0x1393A	0x676D
0x1393B	0x6821
0x1393C	0x6897
0x1393D	0x69CB
0x1393E	0x6C5F
0x1393F	0x6D2A
0x13940	0x6D69
0x13941	0x6E2F
0x13942	0x6E9D
0x13943	0x7532
0x13944	0x7687
0x13945	0x786C
0x13946	0x7A3F
0x13947	0x7CE0
0x13948	0x7D05
0x13949	0x7D18
0x1394A	0x7D5E
0x1394B	0x7DB1
0x1394C	0x8015
0x1394D	0x8003
0x1394E	0x80AF
0x1394F	0x80B1
0x13950	0x8154
0x13951	0x818F
0x13952	0x822A
0x13953	0x8352
0x13954	0x884C
0x13955	0x8861
0x13956	0x8B1B
0x13957	0x8CA2
0x13958	0x8CFC
0x13959	0x90CA
0x1395A	0x9175
0x1395B	0x9271
0x1395C	0x783F
0x1395D	0x92FC
0x1395E	0x95A4
0x1395F	0x964D
0x13960	0x9805
0x13961	0x9999
0x13962	0x9AD8
0x13963	0x9D3B
0x13964	0x525B
0x13965	0x52AB
0x13966	0x53F7
0x13967	0x5408
0x13968	0x58D5
0x13969	0x62F7
0x1396A	0x6FE0
0x1396B	0x8C6A
0x1396C	0x8F5F
0x1396D	0x9EB9
0x1396E	0x514B
0x1396F	0x523B
0x13970	0x544A
0x13971	0x56FD
0x13972	0x7A40
0x13973	0x9177
0x13974	0x9D60
0x13975	0x9ED2
0x13976	0x7344
0x13977	0x6F09
0x13978	0x8170
0x13979	0x7511
0x1397A	0x5FFD
0x1397B	0x60DA
0x1397C	0x9AA8
0x1397D	0x72DB
0x1397E	0x8FBC
0x13A21	0x6B64
0x13A22	0x9803
0x13A23	0x4ECA
0x13A24	0x56F0
0x13A25	0x5764
0x13A26	0x58BE
0x13A27	0x5A5A
0x13A28	0x6068
0x13A29	0x61C7
0x13A2A	0x660F
0x13A2B	0x6606
0x13A2C	0x6839
0x13A2D	0x68B1
0x13A2E	0x6DF7
0x13A2F	0x75D5
0x13A30	0x7D3A
0x13A31	0x826E
0x13A32	0x9B42
0x13A33	0x4E9B
0x13A34	0x4F50
0x13A35	0x53C9
0x13A36	0x5506
0x13A37	0x5D6F
0x13A38	0x5DE6
0x13A39	0x5DEE
0x13A3A	0x67FB
0x13A3B	0x6C99
0x13A3C	0x7473
0x13A3D	0x7802
0x13A3E	0x8A50
0x13A3F	0x9396
0x13A40	0x88DF
0x13A41	0x5750
0x13A42	0x5EA7
0x13A43	0x632B
0x13A44	0x50B5
0x13A45	0x50AC
0x13A46	0x518D
0x13A47	0x6700
0x13A48	0x54C9
0x13A49	0x585E
0x13A4A	0x59BB
0x13A4B	0x5BB0
0x13A4C	0x5F69
0x13A4D	0x624D
0x13A4E	0x63A1
0x13A4F	0x683D
0x13A50	0x6B73
0x13A51	0x6E08
0x13A52	0x707D
0x13A53	0x91C7
0x13A54	0x7280
0x13A55	0x7815
0x13A56	0x7826
0x13A57	0x796D
0x13A58	0x658E
0x13A59	0x7D30
0x13A5A	0x83DC
0x13A5B	0x88C1
0x13A5C	0x8F09
0x13A5D	0x969B
0x13A5E	0x5264
0x13A5F	0x5728
0x13A60	0x6750
0x13A61	0x7F6A
0x13A62	0x8CA1
0x13A63	0x51B4
0x13A64	0x5742
0x13A65	0x962A
0x13A66	0x583A
0x13A67	0x698A
0x13A68	0x80B4
0x13A69	0x54B2
0x13A6A	0x5D0E
0x13A6B	0x57FC
0x13A6C	0x7895
0x13A6D	0x9DFA
0x13A6E	0x4F5C
0x13A6F	0x524A
0x13A70	0x548B
0x13A71	0x643E
0x13A72	0x6628
0x13A73	0x6714
0x13A74	0x67F5
0x13A75	0x7A84
0x13A76	0x7B56
0x13A77	0x7D22
0x13A78	0x932F
0x13A79	0x685C
0x13A7A	0x9BAD
0x13A7B	0x7B39
0x13A7C	0x5319
0x13A7D	0x518A
0x13A7E	0x5237
0x13B21	0x5BDF
0x13B22	0x62F6
0x13B23	0x64AE
0x13B24	0x64E6
0x13B25	0x672D
0x13B26	0x6BBA
0x13B27	0x85A9
0x13B28	0x96D1
0x13B29	0x7690
0x13B2A	0x9BD6
0x13B2B	0x634C
0x13B2C	0x9306
0x13B2D	0x9BAB
0x13B2E	0x76BF
0x13B2F	0x6652
0x13B30	0x4E09
0x13B31	0x5098
0x13B32	0x53C2
0x13B33	0x5C71
0x13B34	0x60E8
0x13B35	0x6492
0x13B36	0x6563
0x13B37	0x685F
0x13B38	0x71E6
0x13B39	0x73CA
0x13B3A	0x7523
0x13B3B	0x7B97
0x13B3C	0x7E82
0x13B3D	0x8695
0x13B3E	0x8B83
0x13B3F	0x8CDB
0x13B40	0x9178
0x13B41	0x9910
0x13B42	0x65AC
0x13B43	0x66AB
0x13B44	0x6B8B
0x13B45	0x4ED5
0x13B46	0x4ED4
0x13B47	0x4F3A
0x13B48	0x4F7F
0x13B49	0x523A
0x13B4A	0x53F8
0x13B4B	0x53F2
0x13B4C	0x55E3
0x13B4D	0x56DB
0x13B4E	0x58EB
0x13B4F	0x59CB
0x13B50	0x59C9
0x13B51	0x59FF
0x13B52	0x5B50
0x13B53	0x5C4D
0x13B54	0x5E02
0x13B55	0x5E2B
0x13B56	0x5FD7
0x13B57	0x601D
0x13B58	0x6307
0x13B59	0x652F
