"Issue #","Issue Name","Meeting","Status","First released version","Notes"
"`LWG2441 <https://wg21.link/LWG2441>`__","Exact-width atomic typedefs should be provided","2016-06 (Oulu)","|Complete|","","`#103378 <https://github.com/llvm/llvm-project/issues/103378>`__",""
"`LWG2451 <https://wg21.link/LWG2451>`__","[fund.ts.v2] optional should 'forward' T's implicit conversions","2016-06 (Oulu)","|Nothing To Do|","","`#103379 <https://github.com/llvm/llvm-project/issues/103379>`__",""
"`LWG2509 <https://wg21.link/LWG2509>`__","[fund.ts.v2] any_cast doesn't work with rvalue reference targets and cannot move with a value target","2016-06 (Oulu)","|Complete|","","`#103380 <https://github.com/llvm/llvm-project/issues/103380>`__",""
"`LWG2516 <https://wg21.link/LWG2516>`__","[fund.ts.v2] Public ""exposition only"" members in observer_ptr","2016-06 (Oulu)","|Complete|","18","`#103381 <https://github.com/llvm/llvm-project/issues/103381>`__",""
"`LWG2542 <https://wg21.link/LWG2542>`__","Missing const requirements for associative containers","2016-06 (Oulu)","","","`#99960 <https://github.com/llvm/llvm-project/issues/99960>`__",""
"`LWG2549 <https://wg21.link/LWG2549>`__","Tuple EXPLICIT constructor templates that take tuple parameters end up taking references to temporaries and will create dangling references","2016-06 (Oulu)","|Complete|","","`#103382 <https://github.com/llvm/llvm-project/issues/103382>`__",""
"`LWG2550 <https://wg21.link/LWG2550>`__","Wording of unordered container's clear() method complexity","2016-06 (Oulu)","|Complete|","","`#103383 <https://github.com/llvm/llvm-project/issues/103383>`__",""
"`LWG2551 <https://wg21.link/LWG2551>`__","[fund.ts.v2] ""Exception safety"" cleanup in library fundamentals required","2016-06 (Oulu)","|Complete|","","`#103384 <https://github.com/llvm/llvm-project/issues/103384>`__",""
"`LWG2555 <https://wg21.link/LWG2555>`__","[fund.ts.v2] No handling for over-aligned types in optional","2016-06 (Oulu)","|Complete|","","`#103385 <https://github.com/llvm/llvm-project/issues/103385>`__",""
"`LWG2573 <https://wg21.link/LWG2573>`__","[fund.ts.v2] std::hash<std::experimental::shared_ptr> does not work for arrays","2016-06 (Oulu)","","","`#99961 <https://github.com/llvm/llvm-project/issues/99961>`__",""
"`LWG2596 <https://wg21.link/LWG2596>`__","vector::data() should use addressof","2016-06 (Oulu)","|Complete|","","`#103386 <https://github.com/llvm/llvm-project/issues/103386>`__",""
"`LWG2667 <https://wg21.link/LWG2667>`__","path::root_directory() description is confusing","2016-06 (Oulu)","|Complete|","","`#103387 <https://github.com/llvm/llvm-project/issues/103387>`__",""
"`LWG2669 <https://wg21.link/LWG2669>`__","recursive_directory_iterator effects refers to non-existent functions","2016-06 (Oulu)","|Complete|","","`#103402 <https://github.com/llvm/llvm-project/issues/103402>`__",""
"`LWG2670 <https://wg21.link/LWG2670>`__","system_complete refers to undefined variable 'base'","2016-06 (Oulu)","|Complete|","","`#103404 <https://github.com/llvm/llvm-project/issues/103404>`__",""
"`LWG2671 <https://wg21.link/LWG2671>`__","Errors in Copy","2016-06 (Oulu)","|Complete|","","`#103405 <https://github.com/llvm/llvm-project/issues/103405>`__",""
"`LWG2673 <https://wg21.link/LWG2673>`__","status() effects cannot be implemented as specified","2016-06 (Oulu)","|Complete|","","`#103406 <https://github.com/llvm/llvm-project/issues/103406>`__",""
"`LWG2674 <https://wg21.link/LWG2674>`__","Bidirectional iterator requirement on path::iterator is very expensive","2016-06 (Oulu)","|Complete|","","`#103407 <https://github.com/llvm/llvm-project/issues/103407>`__",""
"`LWG2683 <https://wg21.link/LWG2683>`__","filesystem::copy() says ""no effects""","2016-06 (Oulu)","|Complete|","","`#103408 <https://github.com/llvm/llvm-project/issues/103408>`__",""
"`LWG2684 <https://wg21.link/LWG2684>`__","priority_queue lacking comparator typedef","2016-06 (Oulu)","|Complete|","","`#103412 <https://github.com/llvm/llvm-project/issues/103412>`__",""
"`LWG2685 <https://wg21.link/LWG2685>`__","shared_ptr deleters must not throw on move construction","2016-06 (Oulu)","|Complete|","","`#103413 <https://github.com/llvm/llvm-project/issues/103413>`__",""
"`LWG2687 <https://wg21.link/LWG2687>`__","{inclusive,exclusive}_scan misspecified","2016-06 (Oulu)","|Complete|","","`#99963 <https://github.com/llvm/llvm-project/issues/99963>`__",""
"`LWG2688 <https://wg21.link/LWG2688>`__","clamp misses preconditions and has extraneous condition on result","2016-06 (Oulu)","|Complete|","","`#103414 <https://github.com/llvm/llvm-project/issues/103414>`__",""
"`LWG2689 <https://wg21.link/LWG2689>`__","Parallel versions of std::copy and std::move shouldn't be in order","2016-06 (Oulu)","|Nothing To Do|","","`#103415 <https://github.com/llvm/llvm-project/issues/103415>`__",""
"`LWG2698 <https://wg21.link/LWG2698>`__","Effect of assign() on iterators/pointers/references","2016-06 (Oulu)","|Complete|","","`#103416 <https://github.com/llvm/llvm-project/issues/103416>`__",""
"`LWG2704 <https://wg21.link/LWG2704>`__","recursive_directory_iterator's members should require '``*this`` is dereferenceable'","2016-06 (Oulu)","|Complete|","","`#103417 <https://github.com/llvm/llvm-project/issues/103417>`__",""
"`LWG2706 <https://wg21.link/LWG2706>`__","Error reporting for recursive_directory_iterator::pop() is under-specified","2016-06 (Oulu)","|Complete|","","`#103418 <https://github.com/llvm/llvm-project/issues/103418>`__",""
"`LWG2707 <https://wg21.link/LWG2707>`__","path construction and assignment should have ""string_type&&"" overloads","2016-06 (Oulu)","|Complete|","","`#103419 <https://github.com/llvm/llvm-project/issues/103419>`__",""
"`LWG2709 <https://wg21.link/LWG2709>`__","offsetof is unnecessarily imprecise","2016-06 (Oulu)","|Nothing To Do|","","`#99965 <https://github.com/llvm/llvm-project/issues/99965>`__",""
"`LWG2710 <https://wg21.link/LWG2710>`__","""Effects: Equivalent to ..."" doesn't count ""Synchronization:"" as determined semantics","2016-06 (Oulu)","|Complete|","","`#103420 <https://github.com/llvm/llvm-project/issues/103420>`__",""
"`LWG2711 <https://wg21.link/LWG2711>`__","path is convertible from approximately everything under the sun","2016-06 (Oulu)","|Complete|","","`#103421 <https://github.com/llvm/llvm-project/issues/103421>`__",""
"`LWG2716 <https://wg21.link/LWG2716>`__","Specification of shuffle and sample disallows lvalue URNGs","2016-06 (Oulu)","|Complete|","","`#103422 <https://github.com/llvm/llvm-project/issues/103422>`__",""
"`LWG2718 <https://wg21.link/LWG2718>`__","Parallelism bug in [algorithms.parallel.exec] p2","2016-06 (Oulu)","","","`#99966 <https://github.com/llvm/llvm-project/issues/99966>`__",""
"`LWG2719 <https://wg21.link/LWG2719>`__","permissions function should not be noexcept due to narrow contract","2016-06 (Oulu)","|Complete|","","`#103423 <https://github.com/llvm/llvm-project/issues/103423>`__",""
"`LWG2720 <https://wg21.link/LWG2720>`__","permissions function incorrectly specified for symlinks","2016-06 (Oulu)","|Complete|","","`#103424 <https://github.com/llvm/llvm-project/issues/103424>`__",""
"`LWG2721 <https://wg21.link/LWG2721>`__","remove_all has incorrect post conditions","2016-06 (Oulu)","|Complete|","","`#103425 <https://github.com/llvm/llvm-project/issues/103425>`__",""
"`LWG2723 <https://wg21.link/LWG2723>`__","Do directory_iterator and recursive_directory_iterator become the end iterator upon error?","2016-06 (Oulu)","|Complete|","","`#103426 <https://github.com/llvm/llvm-project/issues/103426>`__",""
"`LWG2724 <https://wg21.link/LWG2724>`__","The protected virtual member functions of memory_resource should be private","2016-06 (Oulu)","|Complete|","16","`#103427 <https://github.com/llvm/llvm-project/issues/103427>`__",""
"`LWG2725 <https://wg21.link/LWG2725>`__","filesystem::exists(const path&, error_code&) error reporting","2016-06 (Oulu)","|Complete|","","`#103428 <https://github.com/llvm/llvm-project/issues/103428>`__",""
"`LWG2726 <https://wg21.link/LWG2726>`__","``[recursive_]directory_iterator::increment(error_code&)`` is underspecified","2016-06 (Oulu)","|Complete|","","`#103429 <https://github.com/llvm/llvm-project/issues/103429>`__",""
"`LWG2727 <https://wg21.link/LWG2727>`__","Parallel algorithms with constexpr specifier","2016-06 (Oulu)","","","`#99968 <https://github.com/llvm/llvm-project/issues/99968>`__",""
"`LWG2728 <https://wg21.link/LWG2728>`__","status(p).permissions() and symlink_status(p).permissions() are not specified","2016-06 (Oulu)","|Complete|","","`#103430 <https://github.com/llvm/llvm-project/issues/103430>`__",""
"","","","","",""
"`LWG2062 <https://wg21.link/LWG2062>`__","Effect contradictions w/o no-throw guarantee of std::function swaps","2016-11 (Issaquah)","|Complete|","","`#103431 <https://github.com/llvm/llvm-project/issues/103431>`__",""
"`LWG2166 <https://wg21.link/LWG2166>`__","Heap property underspecified?","2016-11 (Issaquah)","","","`#99969 <https://github.com/llvm/llvm-project/issues/99969>`__",""
"`LWG2221 <https://wg21.link/LWG2221>`__","No formatted output operator for nullptr","2016-11 (Issaquah)","|Complete|","","`#103432 <https://github.com/llvm/llvm-project/issues/103432>`__",""
"`LWG2223 <https://wg21.link/LWG2223>`__","shrink_to_fit effect on iterator validity","2016-11 (Issaquah)","|Complete|","","`#103433 <https://github.com/llvm/llvm-project/issues/103433>`__",""
"`LWG2261 <https://wg21.link/LWG2261>`__","Are containers required to use their 'pointer' type internally?","2016-11 (Issaquah)","","","`#99970 <https://github.com/llvm/llvm-project/issues/99970>`__",""
"`LWG2394 <https://wg21.link/LWG2394>`__","locale::name specification unclear - what is implementation-defined?","2016-11 (Issaquah)","|Complete|","","`#103434 <https://github.com/llvm/llvm-project/issues/103434>`__",""
"`LWG2460 <https://wg21.link/LWG2460>`__","LWG issue 2408 and value categories","2016-11 (Issaquah)","|Complete|","","`#103435 <https://github.com/llvm/llvm-project/issues/103435>`__",""
"`LWG2468 <https://wg21.link/LWG2468>`__","Self-move-assignment of library types","2016-11 (Issaquah)","","","`#99971 <https://github.com/llvm/llvm-project/issues/99971>`__",""
"`LWG2475 <https://wg21.link/LWG2475>`__","Allow overwriting of std::basic_string terminator with charT() to allow cleaner interoperation with legacy APIs","2016-11 (Issaquah)","|Complete|","","`#103436 <https://github.com/llvm/llvm-project/issues/103436>`__",""
"`LWG2503 <https://wg21.link/LWG2503>`__","multiline option should be added to syntax_option_type","2016-11 (Issaquah)","|Complete|","","`#103437 <https://github.com/llvm/llvm-project/issues/103437>`__",""
"`LWG2510 <https://wg21.link/LWG2510>`__","Tag types should not be DefaultConstructible","2016-11 (Issaquah)","|Complete|","","`#103438 <https://github.com/llvm/llvm-project/issues/103438>`__",""
"`LWG2514 <https://wg21.link/LWG2514>`__","Type traits must not be final","2016-11 (Issaquah)","|Complete|","","`#103439 <https://github.com/llvm/llvm-project/issues/103439>`__",""
"`LWG2518 <https://wg21.link/LWG2518>`__","[fund.ts.v2] Non-member swap for propagate_const should call member swap","2016-11 (Issaquah)","|Complete|","","`#103440 <https://github.com/llvm/llvm-project/issues/103440>`__",""
"`LWG2519 <https://wg21.link/LWG2519>`__","Iterator operator-= has gratuitous undefined behaviour","2016-11 (Issaquah)","|Complete|","","`#103442 <https://github.com/llvm/llvm-project/issues/103442>`__",""
"`LWG2521 <https://wg21.link/LWG2521>`__","[fund.ts.v2] weak_ptr's converting move constructor should be modified as well for array support","2016-11 (Issaquah)","","","`#99972 <https://github.com/llvm/llvm-project/issues/99972>`__",""
"`LWG2525 <https://wg21.link/LWG2525>`__","[fund.ts.v2] get_memory_resource should be const and noexcept","2016-11 (Issaquah)","","","`#99973 <https://github.com/llvm/llvm-project/issues/99973>`__",""
"`LWG2527 <https://wg21.link/LWG2527>`__","[fund.ts.v2] ALLOCATOR_OF for function::operator= has incorrect default","2016-11 (Issaquah)","","","`#99974 <https://github.com/llvm/llvm-project/issues/99974>`__",""
"`LWG2531 <https://wg21.link/LWG2531>`__","future::get should explicitly state that the shared state is released","2016-11 (Issaquah)","|Nothing To Do|","","`#103443 <https://github.com/llvm/llvm-project/issues/103443>`__",""
"`LWG2534 <https://wg21.link/LWG2534>`__","Constrain rvalue stream operators","2016-11 (Issaquah)","|Complete|","","`#103444 <https://github.com/llvm/llvm-project/issues/103444>`__",""
"`LWG2536 <https://wg21.link/LWG2536>`__","What should <complex.h> do?","2016-11 (Issaquah)","|Complete|","","`#103448 <https://github.com/llvm/llvm-project/issues/103448>`__",""
"`LWG2540 <https://wg21.link/LWG2540>`__","unordered_multimap::insert hint iterator","2016-11 (Issaquah)","|Complete|","","`#103449 <https://github.com/llvm/llvm-project/issues/103449>`__",""
"`LWG2543 <https://wg21.link/LWG2543>`__","LWG 2148 (hash support for enum types) seems under-specified","2016-11 (Issaquah)","|Complete|","","`#103450 <https://github.com/llvm/llvm-project/issues/103450>`__",""
"`LWG2544 <https://wg21.link/LWG2544>`__","``istreambuf_iterator(basic_streambuf<charT, traits>* s)``\  effects unclear when s is 0","2016-11 (Issaquah)","|Complete|","","`#103452 <https://github.com/llvm/llvm-project/issues/103452>`__",""
"`LWG2556 <https://wg21.link/LWG2556>`__","Wide contract for future::share()","2016-11 (Issaquah)","|Complete|","","`#103453 <https://github.com/llvm/llvm-project/issues/103453>`__",""
"`LWG2562 <https://wg21.link/LWG2562>`__","Consistent total ordering of pointers by comparison functors","2016-11 (Issaquah)","","","`#99975 <https://github.com/llvm/llvm-project/issues/99975>`__",""
"`LWG2567 <https://wg21.link/LWG2567>`__","Specification of logical operator traits uses BaseCharacteristic, which is defined only for UnaryTypeTraits and BinaryTypeTraits","2016-11 (Issaquah)","|Complete|","","`#103454 <https://github.com/llvm/llvm-project/issues/103454>`__",""
"`LWG2568 <https://wg21.link/LWG2568>`__","[fund.ts.v2] Specification of logical operator traits uses BaseCharacteristic, which is defined only for UnaryTypeTraits and BinaryTypeTraits","2016-11 (Issaquah)","|Complete|","15","`#103455 <https://github.com/llvm/llvm-project/issues/103455>`__",""
"`LWG2569 <https://wg21.link/LWG2569>`__","conjunction and disjunction requirements are too strict","2016-11 (Issaquah)","|Complete|","15","`#103456 <https://github.com/llvm/llvm-project/issues/103456>`__",""
"`LWG2570 <https://wg21.link/LWG2570>`__","[fund.ts.v2] conjunction and disjunction requirements are too strict","2016-11 (Issaquah)","","","`#99977 <https://github.com/llvm/llvm-project/issues/99977>`__",""
"`LWG2578 <https://wg21.link/LWG2578>`__","Iterator requirements should reference iterator traits","2016-11 (Issaquah)","|Complete|","","`#103457 <https://github.com/llvm/llvm-project/issues/103457>`__",""
"`LWG2584 <https://wg21.link/LWG2584>`__","<regex> ECMAScript IdentityEscape is ambiguous","2016-11 (Issaquah)","","","`#99976 <https://github.com/llvm/llvm-project/issues/99976>`__",""
"`LWG2587 <https://wg21.link/LWG2587>`__","""Convertible to bool"" requirement in conjunction and disjunction","2016-11 (Issaquah)","|Nothing To Do|","","`#103460 <https://github.com/llvm/llvm-project/issues/103460>`__","Resolved by `LWG2567 <https://wg21.link/LWG2567>`__"
"`LWG2588 <https://wg21.link/LWG2588>`__","[fund.ts.v2] ""Convertible to bool"" requirement in conjunction and disjunction","2016-11 (Issaquah)","|Nothing To Do|","","`#103461 <https://github.com/llvm/llvm-project/issues/103461>`__","Resolved by `LWG2568 <https://wg21.link/LWG2568>`__"
"`LWG2589 <https://wg21.link/LWG2589>`__","match_results can't satisfy the requirements of a container","2016-11 (Issaquah)","|Complete|","","`#103462 <https://github.com/llvm/llvm-project/issues/103462>`__",""
"`LWG2591 <https://wg21.link/LWG2591>`__","std::function's member template target() should not lead to undefined behaviour","2016-11 (Issaquah)","|Complete|","","`#103463 <https://github.com/llvm/llvm-project/issues/103463>`__",""
"`LWG2598 <https://wg21.link/LWG2598>`__","addressof works on temporaries","2016-11 (Issaquah)","|Complete|","","`#103464 <https://github.com/llvm/llvm-project/issues/103464>`__",""
"`LWG2664 <https://wg21.link/LWG2664>`__","operator/ (and other append) semantics not useful if argument has root","2016-11 (Issaquah)","|Complete|","","`#103465 <https://github.com/llvm/llvm-project/issues/103465>`__",""
"`LWG2665 <https://wg21.link/LWG2665>`__","remove_filename() post condition is incorrect","2016-11 (Issaquah)","|Complete|","","`#103466 <https://github.com/llvm/llvm-project/issues/103466>`__",""
"`LWG2672 <https://wg21.link/LWG2672>`__","Should ``is_empty``\  use error_code in its specification?","2016-11 (Issaquah)","|Complete|","","`#103467 <https://github.com/llvm/llvm-project/issues/103467>`__",""
"`LWG2678 <https://wg21.link/LWG2678>`__","std::filesystem enum classes overspecified","2016-11 (Issaquah)","|Complete|","","`#103468 <https://github.com/llvm/llvm-project/issues/103468>`__",""
"`LWG2679 <https://wg21.link/LWG2679>`__","Inconsistent Use of Effects and Equivalent To","2016-11 (Issaquah)","|Complete|","","`#103469 <https://github.com/llvm/llvm-project/issues/103469>`__",""
"`LWG2680 <https://wg21.link/LWG2680>`__","Add ""Equivalent to"" to filesystem","2016-11 (Issaquah)","|Complete|","","`#103470 <https://github.com/llvm/llvm-project/issues/103470>`__",""
"`LWG2681 <https://wg21.link/LWG2681>`__","filesystem::copy() cannot copy symlinks","2016-11 (Issaquah)","|Complete|","","`#103472 <https://github.com/llvm/llvm-project/issues/103472>`__",""
"`LWG2686 <https://wg21.link/LWG2686>`__","Why is std::hash specialized for error_code, but not error_condition?","2016-11 (Issaquah)","|Complete|","","`#103505 <https://github.com/llvm/llvm-project/issues/103505>`__",""
"`LWG2694 <https://wg21.link/LWG2694>`__","Application of LWG 436 accidentally deleted definition of ""facet""","2016-11 (Issaquah)","|Complete|","","`#103506 <https://github.com/llvm/llvm-project/issues/103506>`__",""
"`LWG2696 <https://wg21.link/LWG2696>`__","Interaction between make_shared and enable_shared_from_this is underspecified","2016-11 (Issaquah)","|Nothing To Do|","","`#103507 <https://github.com/llvm/llvm-project/issues/103507>`__",""
"`LWG2699 <https://wg21.link/LWG2699>`__","Missing restriction in [numeric.requirements]","2016-11 (Issaquah)","|Complete|","","`#103508 <https://github.com/llvm/llvm-project/issues/103508>`__",""
"`LWG2712 <https://wg21.link/LWG2712>`__","copy_file(from, to, ...) has a number of unspecified error conditions","2016-11 (Issaquah)","|Complete|","","`#103509 <https://github.com/llvm/llvm-project/issues/103509>`__",""
"`LWG2722 <https://wg21.link/LWG2722>`__","equivalent incorrectly specifies throws clause","2016-11 (Issaquah)","|Complete|","","`#103510 <https://github.com/llvm/llvm-project/issues/103510>`__",""
"`LWG2729 <https://wg21.link/LWG2729>`__","Missing SFINAE on std::pair::operator=","2016-11 (Issaquah)","|Complete|","","`#103512 <https://github.com/llvm/llvm-project/issues/103512>`__",""
"`LWG2732 <https://wg21.link/LWG2732>`__","Questionable specification of path::operator/= and path::append","2016-11 (Issaquah)","|Complete|","","`#103513 <https://github.com/llvm/llvm-project/issues/103513>`__",""
"`LWG2733 <https://wg21.link/LWG2733>`__","[fund.ts.v2] gcd / lcm and bool","2016-11 (Issaquah)","|Complete|","","`#103514 <https://github.com/llvm/llvm-project/issues/103514>`__",""
"`LWG2735 <https://wg21.link/LWG2735>`__","std::abs(short), std::abs(signed char) and others should return int instead of double in order to be compatible with C++98 and C","2016-11 (Issaquah)","|Complete|","","`#103515 <https://github.com/llvm/llvm-project/issues/103515>`__",""
"`LWG2736 <https://wg21.link/LWG2736>`__","nullopt_t insufficiently constrained","2016-11 (Issaquah)","|Complete|","","`#103516 <https://github.com/llvm/llvm-project/issues/103516>`__",""
"`LWG2738 <https://wg21.link/LWG2738>`__","``is_constructible``\  with void types","2016-11 (Issaquah)","|Complete|","","`#103517 <https://github.com/llvm/llvm-project/issues/103517>`__",""
"`LWG2739 <https://wg21.link/LWG2739>`__","Issue with time_point non-member subtraction with an unsigned duration","2016-11 (Issaquah)","|Complete|","","`#103518 <https://github.com/llvm/llvm-project/issues/103518>`__",""
"`LWG2740 <https://wg21.link/LWG2740>`__","constexpr optional<T>::operator->","2016-11 (Issaquah)","|Complete|","","`#103520 <https://github.com/llvm/llvm-project/issues/103520>`__",""
"`LWG2742 <https://wg21.link/LWG2742>`__","Inconsistent string interface taking string_view","2016-11 (Issaquah)","|Complete|","","`#103521 <https://github.com/llvm/llvm-project/issues/103521>`__",""
"`LWG2744 <https://wg21.link/LWG2744>`__","any's in_place constructors","2016-11 (Issaquah)","|Complete|","","`#103522 <https://github.com/llvm/llvm-project/issues/103522>`__",""
"`LWG2745 <https://wg21.link/LWG2745>`__","[fund.ts.v2] Implementability of LWG 2451","2016-11 (Issaquah)","|Complete|","","`#103523 <https://github.com/llvm/llvm-project/issues/103523>`__",""
"`LWG2747 <https://wg21.link/LWG2747>`__","Possibly redundant std::move in [alg.foreach]","2016-11 (Issaquah)","|Complete|","","`#103524 <https://github.com/llvm/llvm-project/issues/103524>`__",""
"`LWG2748 <https://wg21.link/LWG2748>`__","swappable traits for optionals","2016-11 (Issaquah)","|Complete|","","`#103525 <https://github.com/llvm/llvm-project/issues/103525>`__",""
"`LWG2749 <https://wg21.link/LWG2749>`__","swappable traits for variants","2016-11 (Issaquah)","|Complete|","","`#103526 <https://github.com/llvm/llvm-project/issues/103526>`__",""
"`LWG2750 <https://wg21.link/LWG2750>`__","[fund.ts.v2] LWG 2451 conversion constructor constraint","2016-11 (Issaquah)","|Nothing To Do|","","`#103527 <https://github.com/llvm/llvm-project/issues/103527>`__",""
"`LWG2752 <https://wg21.link/LWG2752>`__","""Throws:"" clauses of async and packaged_task are unimplementable","2016-11 (Issaquah)","|Nothing To Do|","","`#103528 <https://github.com/llvm/llvm-project/issues/103528>`__",""
"`LWG2755 <https://wg21.link/LWG2755>`__","[string.view.io] uses non-existent basic_string_view::to_string function","2016-11 (Issaquah)","|Complete|","","`#103531 <https://github.com/llvm/llvm-project/issues/103531>`__",""
"`LWG2756 <https://wg21.link/LWG2756>`__","C++ WP optional<T> should 'forward' T's implicit conversions","2016-11 (Issaquah)","|Complete|","","`#103532 <https://github.com/llvm/llvm-project/issues/103532>`__",""
"`LWG2758 <https://wg21.link/LWG2758>`__","std::string{}.assign(""ABCDE"", 0, 1) is ambiguous","2016-11 (Issaquah)","|Complete|","","`#103533 <https://github.com/llvm/llvm-project/issues/103533>`__",""
"`LWG2759 <https://wg21.link/LWG2759>`__","gcd / lcm and bool for the WP","2016-11 (Issaquah)","|Complete|","","`#103534 <https://github.com/llvm/llvm-project/issues/103534>`__",""
"`LWG2760 <https://wg21.link/LWG2760>`__","non-const basic_string::data should not invalidate iterators","2016-11 (Issaquah)","|Complete|","","`#103535 <https://github.com/llvm/llvm-project/issues/103535>`__",""
"`LWG2765 <https://wg21.link/LWG2765>`__","Did LWG 1123 go too far?","2016-11 (Issaquah)","|Complete|","","`#103536 <https://github.com/llvm/llvm-project/issues/103536>`__",""
"`LWG2767 <https://wg21.link/LWG2767>`__","not_fn call_wrapper can form invalid types","2016-11 (Issaquah)","|Complete|","","`#103537 <https://github.com/llvm/llvm-project/issues/103537>`__",""
"`LWG2770 <https://wg21.link/LWG2770>`__","``tuple_size<const T>`` specialization is not SFINAE compatible and breaks decomposition declarations","2016-11 (Issaquah)","|Complete|","21","`#148254 <https://github.com/llvm/llvm-project/issues/148254>`__",""
"`LWG2771 <https://wg21.link/LWG2771>`__","Broken Effects of some basic_string::compare functions in terms of basic_string_view","2016-11 (Issaquah)","|Complete|","","`#103539 <https://github.com/llvm/llvm-project/issues/103539>`__",""
"`LWG2773 <https://wg21.link/LWG2773>`__","Making std::ignore constexpr","2016-11 (Issaquah)","|Complete|","","`#103541 <https://github.com/llvm/llvm-project/issues/103541>`__",""
"`LWG2777 <https://wg21.link/LWG2777>`__","basic_string_view::copy should use char_traits::copy","2016-11 (Issaquah)","|Complete|","","`#103542 <https://github.com/llvm/llvm-project/issues/103542>`__",""
"`LWG2778 <https://wg21.link/LWG2778>`__","basic_string_view is missing constexpr","2016-11 (Issaquah)","|Complete|","","`#103543 <https://github.com/llvm/llvm-project/issues/103543>`__",""
"","","","","",""
"`LWG2260 <https://wg21.link/LWG2260>`__","Missing requirement for Allocator::pointer","2017-02 (Kona)","|Complete|","","`#103544 <https://github.com/llvm/llvm-project/issues/103544>`__",""
"`LWG2676 <https://wg21.link/LWG2676>`__","Provide filesystem::path overloads for File-based streams","2017-02 (Kona)","|Complete|","","`#103545 <https://github.com/llvm/llvm-project/issues/103545>`__",""
"`LWG2768 <https://wg21.link/LWG2768>`__","any_cast and move semantics","2017-02 (Kona)","|Complete|","","`#103546 <https://github.com/llvm/llvm-project/issues/103546>`__",""
"`LWG2769 <https://wg21.link/LWG2769>`__","Redundant const in the return type of any_cast(const any&)","2017-02 (Kona)","|Complete|","","`#103538 <https://github.com/llvm/llvm-project/issues/103538>`__",""
"`LWG2781 <https://wg21.link/LWG2781>`__","Contradictory requirements for std::function and std::reference_wrapper","2017-02 (Kona)","|Complete|","","`#103548 <https://github.com/llvm/llvm-project/issues/103548>`__",""
"`LWG2782 <https://wg21.link/LWG2782>`__","scoped_allocator_adaptor constructors must be constrained","2017-02 (Kona)","|Complete|","","`#103549 <https://github.com/llvm/llvm-project/issues/103549>`__",""
"`LWG2784 <https://wg21.link/LWG2784>`__","Resolution to LWG 2484 is missing ""otherwise, no effects"" and is hard to parse","2017-02 (Kona)","|Complete|","","`#103550 <https://github.com/llvm/llvm-project/issues/103550>`__",""
"`LWG2785 <https://wg21.link/LWG2785>`__","quoted should work with basic_string_view","2017-02 (Kona)","|Complete|","","`#103553 <https://github.com/llvm/llvm-project/issues/103553>`__",""
"`LWG2786 <https://wg21.link/LWG2786>`__","Annex C should mention shared_ptr changes for array support","2017-02 (Kona)","|Complete|","","`#103554 <https://github.com/llvm/llvm-project/issues/103554>`__",""
"`LWG2787 <https://wg21.link/LWG2787>`__","|sect|\ [file_status.cons] doesn't match class definition","2017-02 (Kona)","|Complete|","","`#103555 <https://github.com/llvm/llvm-project/issues/103555>`__",""
"`LWG2788 <https://wg21.link/LWG2788>`__","basic_string range mutators unintentionally require a default constructible allocator","2017-02 (Kona)","|Complete|","","`#103556 <https://github.com/llvm/llvm-project/issues/103556>`__",""
"`LWG2789 <https://wg21.link/LWG2789>`__","Equivalence of contained objects","2017-02 (Kona)","|Complete|","","`#103557 <https://github.com/llvm/llvm-project/issues/103557>`__",""
"`LWG2790 <https://wg21.link/LWG2790>`__","Missing specification of istreambuf_iterator::operator->","2017-02 (Kona)","|Complete|","","`#103558 <https://github.com/llvm/llvm-project/issues/103558>`__",""
"`LWG2794 <https://wg21.link/LWG2794>`__","Missing requirements for allocator pointers","2017-02 (Kona)","|Nothing To Do|","","`#103559 <https://github.com/llvm/llvm-project/issues/103559>`__",""
"`LWG2795 <https://wg21.link/LWG2795>`__","|sect|\ [global.functions] provides incorrect example of ADL use","2017-02 (Kona)","|Complete|","","`#103560 <https://github.com/llvm/llvm-project/issues/103560>`__",""
"`LWG2796 <https://wg21.link/LWG2796>`__","tuple should be a literal type","2017-02 (Kona)","|Complete|","","`#103561 <https://github.com/llvm/llvm-project/issues/103561>`__",""
"`LWG2801 <https://wg21.link/LWG2801>`__","Default-constructibility of unique_ptr","2017-02 (Kona)","|Complete|","","`#103562 <https://github.com/llvm/llvm-project/issues/103562>`__",""
"`LWG2802 <https://wg21.link/LWG2802>`__","shared_ptr constructor requirements for a deleter","2017-02 (Kona)","|Complete|","","`#103563 <https://github.com/llvm/llvm-project/issues/103563>`__",""
"`LWG2804 <https://wg21.link/LWG2804>`__","Unconditional constexpr default constructor for istream_iterator","2017-02 (Kona)","|Complete|","","`#103565 <https://github.com/llvm/llvm-project/issues/103565>`__",""
"`LWG2806 <https://wg21.link/LWG2806>`__","Base class of bad_optional_access","2017-02 (Kona)","|Complete|","","`#103566 <https://github.com/llvm/llvm-project/issues/103566>`__",""
"`LWG2807 <https://wg21.link/LWG2807>`__","std::invoke should use ``std::is_nothrow_callable``\ ","2017-02 (Kona)","|Complete|","","`#103567 <https://github.com/llvm/llvm-project/issues/103567>`__",""
"`LWG2812 <https://wg21.link/LWG2812>`__","Range access is available with <string_view>","2017-02 (Kona)","|Complete|","","`#103568 <https://github.com/llvm/llvm-project/issues/103568>`__",""
