"Issue #","Issue Name","Meeting","Status","First released version","GitHub issue","Notes"
"`LWG4242 <https://wg21.link/LWG4242>`__","``ranges::distance`` does not work with volatile iterators","2025-06 (Sofia)","","","`#148224 <https://github.com/llvm/llvm-project/issues/148224>`__",""
"`LWG4245 <https://wg21.link/LWG4245>`__","Operators that interact with ``counted_iterator`` and ``default_sentinel_t`` should be ``noexcept``","2025-06 (Sofia)","","","`#148226 <https://github.com/llvm/llvm-project/issues/148226>`__",""
"`LWG4247 <https://wg21.link/LWG4247>`__","Header ``<stdbit.h>`` is not yet freestanding","2025-06 (Sofia)","","","`#148227 <https://github.com/llvm/llvm-project/issues/148227>`__",""
"","","","","","",""
"`LWG2991 <https://wg21.link/LWG2991>`__","``variant copy`` constructor missing ``noexcept(see below)``","2025-11 (Kona)","","","`#171301 <https://github.com/llvm/llvm-project/issues/171301>`__",""
"`LWG3090 <https://wg21.link/LWG3090>`__","What is §[time.duration.cons]p4's ""no overflow is induced in the conversion"" intended to mean?","2025-11 (Kona)","","","`#171302 <https://github.com/llvm/llvm-project/issues/171302>`__",""
"`LWG3343 <https://wg21.link/LWG3343>`__","Ordering of calls to ``unlock()`` and ``notify_all()`` in Effects element of ``notify_all_at_thread_exit()`` should be reversed","2025-11 (Kona)","|Complete|","16","`#105356 <https://github.com/llvm/llvm-project/issues/105356>`__",""
"`LWG3454 <https://wg21.link/LWG3454>`__","``pointer_traits::pointer_to`` should be ``constexpr``","2025-11 (Kona)","","","`#171307 <https://github.com/llvm/llvm-project/issues/171307>`__",""
"`LWG3627 <https://wg21.link/LWG3627>`__","Inconsistent specifications for ``std::make_optional`` overloads","2025-11 (Kona)","|Complete|","22","`#171309 <https://github.com/llvm/llvm-project/issues/171309>`__",""
"`LWG4015 <https://wg21.link/LWG4015>`__","LWG 3973 broke const overloads of ``std::optional`` monadic operations","2025-11 (Kona)","","","`#171310 <https://github.com/llvm/llvm-project/issues/171310>`__",""
"`LWG4020 <https://wg21.link/LWG4020>`__","``extents::index-cast`` weirdness","2025-11 (Kona)","","","`#171311 <https://github.com/llvm/llvm-project/issues/171311>`__",""
"`LWG4136 <https://wg21.link/LWG4136>`__","Specify behavior of [linalg] Hermitian algorithms on diagonal with nonzero imaginary part","2025-11 (Kona)","","","`#171312 <https://github.com/llvm/llvm-project/issues/171312>`__",""
"`LWG4137 <https://wg21.link/LWG4137>`__","Fix *Mandates*, *Preconditions*, and *Complexity* elements of [linalg] algorithms","2025-11 (Kona)","","","`#171313 <https://github.com/llvm/llvm-project/issues/171313>`__",""
"`LWG4166 <https://wg21.link/LWG4166>`__","``concat_view::end()`` should be more constrained in order to support noncopyable iterators","2025-11 (Kona)","","","`#171314 <https://github.com/llvm/llvm-project/issues/171314>`__",""
"`LWG4230 <https://wg21.link/LWG4230>`__","``simd<complex>::real/imag`` is overconstrained","2025-11 (Kona)","","","`#171316 <https://github.com/llvm/llvm-project/issues/171316>`__",""
"`LWG4243 <https://wg21.link/LWG4243>`__","``as_bytes``/``as_writable_bytes`` is broken with ``span<volatile T>``","2025-11 (Kona)","","","`#171317 <https://github.com/llvm/llvm-project/issues/171317>`__",""
"`LWG4251 <https://wg21.link/LWG4251>`__","Move assignment for ``indirect`` unnecessarily requires copy construction","2025-11 (Kona)","","","`#171318 <https://github.com/llvm/llvm-project/issues/171318>`__",""
"`LWG4253 <https://wg21.link/LWG4253>`__","``basic_const_iterator`` should provide ``iterator_type``","2025-11 (Kona)","","","`#171319 <https://github.com/llvm/llvm-project/issues/171319>`__",""
"`LWG4255 <https://wg21.link/LWG4255>`__","``move_only_function`` constructor should recognize empty ``copyable_function``\s","2025-11 (Kona)","","","`#171320 <https://github.com/llvm/llvm-project/issues/171320>`__",""
"`LWG4256 <https://wg21.link/LWG4256>`__","Incorrect constrains for ``function_ref`` constructors from ``nontype_t``","2025-11 (Kona)","","","`#171321 <https://github.com/llvm/llvm-project/issues/171321>`__",""
"`LWG4257 <https://wg21.link/LWG4257>`__","Stream insertion for ``chrono::local_time`` should be constrained","2025-11 (Kona)","","","`#171322 <https://github.com/llvm/llvm-project/issues/171322>`__",""
"`LWG4260 <https://wg21.link/LWG4260>`__","Query objects must be default constructible","2025-11 (Kona)","","","`#171323 <https://github.com/llvm/llvm-project/issues/171323>`__",""
"`LWG4265 <https://wg21.link/LWG4265>`__","``std::midpoint`` should not accept ``const bool``","2025-11 (Kona)","|Complete|","22","`#171324 <https://github.com/llvm/llvm-project/issues/171324>`__",""
"`LWG4266 <https://wg21.link/LWG4266>`__","``layout_stride::mapping`` should treat empty mappings as exhaustive","2025-11 (Kona)","","","`#171325 <https://github.com/llvm/llvm-project/issues/171325>`__",""
"`LWG4269 <https://wg21.link/LWG4269>`__","``unique_copy`` passes arguments to its predicate backwards","2025-11 (Kona)","","","`#171326 <https://github.com/llvm/llvm-project/issues/171326>`__",""
"`LWG4272 <https://wg21.link/LWG4272>`__","For ``rank == 0``, ``layout_stride`` is atypically convertible","2025-11 (Kona)","","","`#171327 <https://github.com/llvm/llvm-project/issues/171327>`__",""
"`LWG4274 <https://wg21.link/LWG4274>`__","The ``chrono::hh_mm_ss`` constructor is ill-formed for unsigned durations","2025-11 (Kona)","","","`#171328 <https://github.com/llvm/llvm-project/issues/171328>`__",""
"`LWG4275 <https://wg21.link/LWG4275>`__","``std::dynamic_extent`` should also be defined in ``<mdspan>``","2025-11 (Kona)","|Complete|","21","`#171329 <https://github.com/llvm/llvm-project/issues/171329>`__",""
"`LWG4276 <https://wg21.link/LWG4276>`__","``front()`` and ``back()`` are not hardened for zero-length ``std::array``\s","2025-11 (Kona)","","","`#171330 <https://github.com/llvm/llvm-project/issues/171330>`__",""
"`LWG4280 <https://wg21.link/LWG4280>`__","``simd::partial_load`` uses undefined identifier ``T``","2025-11 (Kona)","","","`#171331 <https://github.com/llvm/llvm-project/issues/171331>`__",""
"`LWG4286 <https://wg21.link/LWG4286>`__","Some more feature-test macros for fully freestanding features are not marked freestanding","2025-11 (Kona)","","","`#171332 <https://github.com/llvm/llvm-project/issues/171332>`__",""
"`LWG4291 <https://wg21.link/LWG4291>`__","``explicit map(const Allocator&)`` should be ``constexpr``","2025-11 (Kona)","","","`#171333 <https://github.com/llvm/llvm-project/issues/171333>`__",""
"`LWG4292 <https://wg21.link/LWG4292>`__","Unordered container local iterators should be constexpr iterators","2025-11 (Kona)","","","`#171334 <https://github.com/llvm/llvm-project/issues/171334>`__",""
"`LWG4293 <https://wg21.link/LWG4293>`__","span::subspan/first/last chooses wrong constructor when T is const-qualified bool","2025-11 (Kona)","","","`#171335 <https://github.com/llvm/llvm-project/issues/171335>`__",""
"`LWG4294 <https://wg21.link/LWG4294>`__","``bitset(const CharT*)`` constructor needs to be constrained","2025-11 (Kona)","","","`#171336 <https://github.com/llvm/llvm-project/issues/171336>`__",""
"`LWG4297 <https://wg21.link/LWG4297>`__","Missing ``permutable`` constraint for iterator overloads in Parallel Range Algorithms","2025-11 (Kona)","","","`#171338 <https://github.com/llvm/llvm-project/issues/171338>`__",""
"`LWG4299 <https://wg21.link/LWG4299>`__","Missing *Mandates:* part in ``optional<T&>::transform``","2025-11 (Kona)","","","`#171339 <https://github.com/llvm/llvm-project/issues/171339>`__",""
"`LWG4300 <https://wg21.link/LWG4300>`__","Missing *Returns:* element in ``optional<T&>::emplace``","2025-11 (Kona)","|Complete|","22","`#171340 <https://github.com/llvm/llvm-project/issues/171340>`__",""
"`LWG4301 <https://wg21.link/LWG4301>`__","``condition_variable{_any}::wait_{for, until}`` should take timeout by value","2025-11 (Kona)","","","`#171341 <https://github.com/llvm/llvm-project/issues/171341>`__",""
"`LWG4302 <https://wg21.link/LWG4302>`__","Problematic ``vector_sum_of_squares`` wording","2025-11 (Kona)","","","`#171342 <https://github.com/llvm/llvm-project/issues/171342>`__",""
"`LWG4304 <https://wg21.link/LWG4304>`__","``std::optional<NonReturnable&>`` is ill-formed due to ``value_or``","2025-11 (Kona)","","","`#171343 <https://github.com/llvm/llvm-project/issues/171343>`__",""
"`LWG4305 <https://wg21.link/LWG4305>`__","Missing user requirements on ``type_order`` template","2025-11 (Kona)","","","`#171344 <https://github.com/llvm/llvm-project/issues/171344>`__",""
"`LWG4308 <https://wg21.link/LWG4308>`__","``std::optional<T&>::iterator`` can't be a contiguous iterator for some ``T``","2025-11 (Kona)","|Complete|","22","`#171345 <https://github.com/llvm/llvm-project/issues/171345>`__",""
"`LWG4312 <https://wg21.link/LWG4312>`__","Const and value category mismatch for ``allocator_arg_t``/``allocator_arg`` in the description of uses-allocator construction","2025-11 (Kona)","","","`#171346 <https://github.com/llvm/llvm-project/issues/171346>`__",""
"`LWG4315 <https://wg21.link/LWG4315>`__","Insufficient specification of ``vector_two_norm`` and ``matrix_frob_norm``","2025-11 (Kona)","","","`#171347 <https://github.com/llvm/llvm-project/issues/171347>`__",""
"`LWG4316 <https://wg21.link/LWG4316>`__","``{can_}substitute`` specification is ill-formed","2025-11 (Kona)","","","`#171348 <https://github.com/llvm/llvm-project/issues/171348>`__",""
"`LWG4317 <https://wg21.link/LWG4317>`__","The meaning of ""resource"" in the *Cpp17Destructible* requirements is undefined","2025-11 (Kona)","","","`#171349 <https://github.com/llvm/llvm-project/issues/171349>`__",""
"`LWG4318 <https://wg21.link/LWG4318>`__","Have ``hive::erase_if`` reevaluate ``end()`` to avoid UB","2025-11 (Kona)","","","`#171350 <https://github.com/llvm/llvm-project/issues/171350>`__",""
"`LWG4328 <https://wg21.link/LWG4328>`__","Remove note in §[exec.sched] regarding waiting for completion of scheduled operations","2025-11 (Kona)","","","`#171351 <https://github.com/llvm/llvm-project/issues/171351>`__",""
"`LWG4340 <https://wg21.link/LWG4340>`__","``task::promise_type::unhandled_stopped()`` should be ``noexcept``","2025-11 (Kona)","","","`#171352 <https://github.com/llvm/llvm-project/issues/171352>`__",""
"`LWG4341 <https://wg21.link/LWG4341>`__","Missing rvalue reference qualification for ``task::connect()``","2025-11 (Kona)","","","`#171353 <https://github.com/llvm/llvm-project/issues/171353>`__",""
"`LWG4342 <https://wg21.link/LWG4342>`__","Missing rvalue reference qualification for ``task_scheduler::ts-sender::connect()``","2025-11 (Kona)","","","`#171354 <https://github.com/llvm/llvm-project/issues/171354>`__",""
"`LWG4343 <https://wg21.link/LWG4343>`__","Missing default template arguments for ``task``","2025-11 (Kona)","","","`#171355 <https://github.com/llvm/llvm-project/issues/171355>`__",""
"`LWG4345 <https://wg21.link/LWG4345>`__","``task::promise_type::return_value`` default template parameter","2025-11 (Kona)","","","`#171356 <https://github.com/llvm/llvm-project/issues/171356>`__",""
"`LWG4346 <https://wg21.link/LWG4346>`__","``task::promise_type::return_void``/``value lack`` a specification","2025-11 (Kona)","","","`#171357 <https://github.com/llvm/llvm-project/issues/171357>`__",""
"`LWG4349 <https://wg21.link/LWG4349>`__","``task`` is not actually started lazily","2025-11 (Kona)","","","`#171358 <https://github.com/llvm/llvm-project/issues/171358>`__",""
"`LWG4351 <https://wg21.link/LWG4351>`__","``integral-constant-like`` needs more ``remove_cvref_t``","2025-11 (Kona)","","","`#171359 <https://github.com/llvm/llvm-project/issues/171359>`__",""
"`LWG4358 <https://wg21.link/LWG4358>`__","§[exec.as.awaitable] is using ""Preconditions:"" when it should probably be described in the constraint","2025-11 (Kona)","","","`#171360 <https://github.com/llvm/llvm-project/issues/171360>`__",""
"`LWG4360 <https://wg21.link/LWG4360>`__","``awaitable-sender`` concept should qualify use of ``awaitable-receiver`` type","2025-11 (Kona)","","","`#171361 <https://github.com/llvm/llvm-project/issues/171361>`__",""
"`LWG4366 <https://wg21.link/LWG4366>`__","Heterogeneous comparison of ``expected`` may be ill-formed","2025-11 (Kona)","","","`#171362 <https://github.com/llvm/llvm-project/issues/171362>`__",""
"`LWG4369 <https://wg21.link/LWG4369>`__","``check-types`` function for ``upon_error`` and ``upon_stopped`` is wrong","2025-11 (Kona)","","","`#171363 <https://github.com/llvm/llvm-project/issues/171363>`__",""
"`LWG4370 <https://wg21.link/LWG4370>`__","Comparison of ``optional<T>`` to ``T`` may be ill-formed","2025-11 (Kona)","|Complete|","22","`#171364 <https://github.com/llvm/llvm-project/issues/171364>`__",""
"`LWG4372 <https://wg21.link/LWG4372>`__","Weaken *Mandates:* for dynamic padding values in padded layouts","2025-11 (Kona)","","","`#171365 <https://github.com/llvm/llvm-project/issues/171365>`__",""
"`LWG4375 <https://wg21.link/LWG4375>`__","``std::simd::bit_ceil`` should not be ``noexcept``","2025-11 (Kona)","","","`#171366 <https://github.com/llvm/llvm-project/issues/171366>`__",""
"`LWG4376 <https://wg21.link/LWG4376>`__","ABI tag in return type of [simd.mask.unary] is overconstrained","2025-11 (Kona)","","","`#171367 <https://github.com/llvm/llvm-project/issues/171367>`__",""
"`LWG4377 <https://wg21.link/LWG4377>`__","Misleading note about lock-free property of ``std::atomic_ref``","2025-11 (Kona)","","","`#171368 <https://github.com/llvm/llvm-project/issues/171368>`__",""
"`LWG4382 <https://wg21.link/LWG4382>`__","The ``simd::basic_mask(bool)`` overload needs to be more constrained","2025-11 (Kona)","","","`#171369 <https://github.com/llvm/llvm-project/issues/171369>`__",""
"`LWG4383 <https://wg21.link/LWG4383>`__","``constant_wrapper``\'s pseudo-mutators are underconstrained","2025-11 (Kona)","","","`#171370 <https://github.com/llvm/llvm-project/issues/171370>`__",""
"`LWG4384 <https://wg21.link/LWG4384>`__","``flat_set::erase(iterator)`` is underconstrained","2025-11 (Kona)","","","`#171371 <https://github.com/llvm/llvm-project/issues/171371>`__",""
"`LWG4388 <https://wg21.link/LWG4388>`__","Align new definition of ``va_start`` with C23","2025-11 (Kona)","","","`#171372 <https://github.com/llvm/llvm-project/issues/171372>`__",""
"`LWG4396 <https://wg21.link/LWG4396>`__","Improve ``inplace_vector(from_range_t, R&& rg)``","2025-11 (Kona)","","","`#171373 <https://github.com/llvm/llvm-project/issues/171373>`__",""
"`LWG4398 <https://wg21.link/LWG4398>`__","``enable_nonlocking_formatter_optimization`` should be disabled for container adaptors","2025-11 (Kona)","","","`#171375 <https://github.com/llvm/llvm-project/issues/171375>`__",""
"`LWG4399 <https://wg21.link/LWG4399>`__","``enable_nonlocking_formatter_optimization`` for ``pair`` and ``tuple`` needs ``remove_cvref_t``","2025-11 (Kona)","","","`#171376 <https://github.com/llvm/llvm-project/issues/171376>`__",""
"`LWG4403 <https://wg21.link/LWG4403>`__","``simd::basic_vec`` CTAD misses difference type casting","2025-11 (Kona)","","","`#171377 <https://github.com/llvm/llvm-project/issues/171377>`__",""
"`LWG4407 <https://wg21.link/LWG4407>`__","``constexpr-wrapper-like`` needs ``remove_cvref_t`` in ``simd::basic_vec`` constructor","2025-11 (Kona)","","","`#171378 <https://github.com/llvm/llvm-project/issues/171378>`__",""
"`LWG4412 <https://wg21.link/LWG4412>`__","Fix declaration of ``zero_element`` and ``uninit_element``","2025-11 (Kona)","","","`#171379 <https://github.com/llvm/llvm-project/issues/171379>`__",""
"`LWG4413 <https://wg21.link/LWG4413>`__","Unused/left-over ``simd::alignment`` specialization for ``basic_mask``","2025-11 (Kona)","","","`#171380 <https://github.com/llvm/llvm-project/issues/171380>`__",""
"`LWG4415 <https://wg21.link/LWG4415>`__","``task::promise_type::uncaught_exception`` seems to be misnamed","2025-11 (Kona)","","","`#171381 <https://github.com/llvm/llvm-project/issues/171381>`__",""
"`LWG4416 <https://wg21.link/LWG4416>`__","``<meta>`` should include ``<compare>``","2025-11 (Kona)","","","`#171382 <https://github.com/llvm/llvm-project/issues/171382>`__",""
"`LWG4420 <https://wg21.link/LWG4420>`__","§[simd] conversions (constructor, load, stores, gather, and scatter) are incorrectly constrained for ``<stdfloat>`` types","2025-11 (Kona)","","","`#171383 <https://github.com/llvm/llvm-project/issues/171383>`__",""
"`LWG4422 <https://wg21.link/LWG4422>`__","``meta::access_context`` should be a consteval-only type","2025-11 (Kona)","","","`#171384 <https://github.com/llvm/llvm-project/issues/171384>`__",""
"`LWG4423 <https://wg21.link/LWG4423>`__","``meta::data_member_spec`` allows negative bit-field widths","2025-11 (Kona)","","","`#171385 <https://github.com/llvm/llvm-project/issues/171385>`__",""
"`LWG4424 <https://wg21.link/LWG4424>`__","``meta::define_aggregate`` should require a class type","2025-11 (Kona)","","","`#171386 <https://github.com/llvm/llvm-project/issues/171386>`__",""
"`LWG4425 <https://wg21.link/LWG4425>`__","CTAD ``function_ref`` of data member pointer should produce noexcept signature","2025-11 (Kona)","","","`#171387 <https://github.com/llvm/llvm-project/issues/171387>`__",""
"`LWG4426 <https://wg21.link/LWG4426>`__","Clarify what ``meta::reflect_constant_string`` considers a string literal","2025-11 (Kona)","","","`#171388 <https://github.com/llvm/llvm-project/issues/171388>`__",""
"`LWG4427 <https://wg21.link/LWG4427>`__","``meta::dealias`` needs to work with things that aren't entities","2025-11 (Kona)","","","`#171390 <https://github.com/llvm/llvm-project/issues/171390>`__",""
"`LWG4428 <https://wg21.link/LWG4428>`__","Metafunctions should not be defined in terms of constant subexpressions","2025-11 (Kona)","","","`#171391 <https://github.com/llvm/llvm-project/issues/171391>`__",""
"`LWG4429 <https://wg21.link/LWG4429>`__","``meta::alignment_of`` should exclude data member description of bit-field","2025-11 (Kona)","","","`#171393 <https://github.com/llvm/llvm-project/issues/171393>`__",""
"`LWG4430 <https://wg21.link/LWG4430>`__","``from_chars`` should not parse ``0b""`` base prefixes""","2025-11 (Kona)","","","`#171394 <https://github.com/llvm/llvm-project/issues/171394>`__",""
"`LWG4431 <https://wg21.link/LWG4431>`__","Parallel ``std::ranges::destroy`` should allow exceptions","2025-11 (Kona)","","","`#171396 <https://github.com/llvm/llvm-project/issues/171396>`__",""
"`LWG4432 <https://wg21.link/LWG4432>`__","Clarify element initialization for ``meta::reflect_constant_array``","2025-11 (Kona)","","","`#171397 <https://github.com/llvm/llvm-project/issues/171397>`__",""
"`LWG4433 <https://wg21.link/LWG4433>`__","Incorrect query for C language linkage","2025-11 (Kona)","","","`#171398 <https://github.com/llvm/llvm-project/issues/171398>`__",""
"`LWG4434 <https://wg21.link/LWG4434>`__","``meta::is_accessible`` does not need to consider incomplete *D*","2025-11 (Kona)","","","`#171399 <https://github.com/llvm/llvm-project/issues/171399>`__",""
"`LWG4435 <https://wg21.link/LWG4435>`__","``meta::has_identifier`` doesn't handle all types","2025-11 (Kona)","","","`#171400 <https://github.com/llvm/llvm-project/issues/171400>`__",""
"`LWG4438 <https://wg21.link/LWG4438>`__","Bad expression in [exec.when.all]","2025-11 (Kona)","","","`#171401 <https://github.com/llvm/llvm-project/issues/171401>`__",""
"`LWG4439 <https://wg21.link/LWG4439>`__","``std::optional<T&>::swap`` possibly selects ADL-found ``swap``","2025-11 (Kona)","|Complete|","22","`#171402 <https://github.com/llvm/llvm-project/issues/171402>`__",""
"`LWG4440 <https://wg21.link/LWG4440>`__","Forward declarations of entities need also in entries","2025-11 (Kona)","","","`#171403 <https://github.com/llvm/llvm-project/issues/171403>`__",""
"`LWG4441 <https://wg21.link/LWG4441>`__","``ranges::rotate`` do not handle sized-but-not-sized-sentinel ranges correctly","2025-11 (Kona)","","","`#171404 <https://github.com/llvm/llvm-project/issues/171404>`__",""
"`LWG4442 <https://wg21.link/LWG4442>`__","Clarify ``expr`` and ``fn`` for ``meta::reflect_object`` and ``meta::reflect_function``","2025-11 (Kona)","","","`#171405 <https://github.com/llvm/llvm-project/issues/171405>`__",""
"`LWG4443 <https://wg21.link/LWG4443>`__","Clean up identifier comparisons in ``meta::define_aggregate``","2025-11 (Kona)","","","`#171406 <https://github.com/llvm/llvm-project/issues/171406>`__",""
"`LWG4444 <https://wg21.link/LWG4444>`__","Fix default template arguments for ``ranges::replace`` and ``ranges::replace_if``","2025-11 (Kona)","","","`#171407 <https://github.com/llvm/llvm-project/issues/171407>`__",""
"`LWG4445 <https://wg21.link/LWG4445>`__","``sch_`` must not be in moved-from state","2025-11 (Kona)","","","`#171408 <https://github.com/llvm/llvm-project/issues/171408>`__",""
"`LWG4446 <https://wg21.link/LWG4446>`__","Bad phrasing for ``SCHED(s)``","2025-11 (Kona)","","","`#171409 <https://github.com/llvm/llvm-project/issues/171409>`__",""
"`LWG4447 <https://wg21.link/LWG4447>`__","Remove unnecessary ``sizeof...(Env) > 1`` condition","2025-11 (Kona)","","","`#171410 <https://github.com/llvm/llvm-project/issues/171410>`__",""
"`LWG4448 <https://wg21.link/LWG4448>`__","Do not forward ``fn`` in ``completion_signatures``","2025-11 (Kona)","","","`#171411 <https://github.com/llvm/llvm-project/issues/171411>`__",""
"`LWG4449 <https://wg21.link/LWG4449>`__","``define_aggregate`` members must be public","2025-11 (Kona)","","","`#171412 <https://github.com/llvm/llvm-project/issues/171412>`__",""
"`LWG4450 <https://wg21.link/LWG4450>`__","``std::atomic_ref<T>::store_key`` should be disabled for const ``T``","2025-11 (Kona)","","","`#171414 <https://github.com/llvm/llvm-project/issues/171414>`__",""
"`LWG4451 <https://wg21.link/LWG4451>`__","``make_shared`` should not refer to a type ``U[N]`` for runtime N","2025-11 (Kona)","","","`#171415 <https://github.com/llvm/llvm-project/issues/171415>`__",""
"`LWG4452 <https://wg21.link/LWG4452>`__","Make *deref-move* constexpr","2025-11 (Kona)","","","`#171416 <https://github.com/llvm/llvm-project/issues/171416>`__",""
"`LWG4455 <https://wg21.link/LWG4455>`__","Add missing constraint to ``basic-sender::get_completion_signatures`` definition","2025-11 (Kona)","","","`#171417 <https://github.com/llvm/llvm-project/issues/171417>`__",""
"`LWG4456 <https://wg21.link/LWG4456>`__","Decay ``Data`` and ``Child`` in ``make-sender``","2025-11 (Kona)","","","`#171418 <https://github.com/llvm/llvm-project/issues/171418>`__",""
"`LWG4459 <https://wg21.link/LWG4459>`__","Protect ``get_completion_signatures`` fold expression from overloaded commas","2025-11 (Kona)","","","`#171419 <https://github.com/llvm/llvm-project/issues/171419>`__",""
"`LWG4461 <https://wg21.link/LWG4461>`__","``stop-when`` needs to evaluate unstoppable tokens","2025-11 (Kona)","","","`#171420 <https://github.com/llvm/llvm-project/issues/171420>`__",""
"`LWG4462 <https://wg21.link/LWG4462>`__","Algorithm requirements don't describe semantics of ``s - i`` well","2025-11 (Kona)","","","`#171421 <https://github.com/llvm/llvm-project/issues/171421>`__",""
"`LWG4463 <https://wg21.link/LWG4463>`__","Change wording to 'model' from 'subsumes' in [algorithms.parallel.user]","2025-11 (Kona)","","","`#171422 <https://github.com/llvm/llvm-project/issues/171422>`__",""
"`LWG4464 <https://wg21.link/LWG4464>`__","§[alg.merge] Wording tweaks","2025-11 (Kona)","","","`#171423 <https://github.com/llvm/llvm-project/issues/171423>`__",""
"`LWG4465 <https://wg21.link/LWG4465>`__","§[alg.partitions] Clarify *Returns:* element","2025-11 (Kona)","","","`#171424 <https://github.com/llvm/llvm-project/issues/171424>`__",""
"","","","","","",""
"`LWG4139 <https://wg21.link/LWG4139>`__","§[time.zone.leap] recursive constraint in ``<=>``","Not Adopted Yet","|Complete|","20","`#118369 <https://github.com/llvm/llvm-project/issues/118369>`__",""
"`LWG3456 <https://wg21.link/LWG3456>`__","Pattern used by ``std::from_chars`` is underspecified (option B)","Not Adopted Yet","|Complete|","20","`#118370 <https://github.com/llvm/llvm-project/issues/118370>`__",""
"`LWG3882 <https://wg21.link/LWG3882>`__","``tuple`` relational operators have confused friendships","Not Adopted Yet","|Complete|","22","","The comparison operators are constrained harder than the proposed resolution. libstdc++ and MSVC STL do the same."
"","","","","","",""
