"Issue #","Issue Name","Meeting","Status","First released version","GitHub issue","Notes"
"[LWG3610](https://wg21.link/LWG3610)","`iota_view::size` sometimes rejects integer-class types","2022-02 (Virtual)","{{Complete}}","23","[#104948](https://github.com/llvm/llvm-project/issues/104948)",""
"[LWG3612](https://wg21.link/LWG3612)","Inconsistent pointer alignment in `std::format` ","2022-02 (Virtual)","{{Complete}}","14","[#104949](https://github.com/llvm/llvm-project/issues/104949)",""
"[LWG3616](https://wg21.link/LWG3616)","LWG 3498 seems to miss the non-member `swap` for `basic_syncbuf` ","2022-02 (Virtual)","{{Complete}}","18","[#104950](https://github.com/llvm/llvm-project/issues/104950)",""
"[LWG3618](https://wg21.link/LWG3618)","Unnecessary `iter_move` for `transform_view::iterator` ","2022-02 (Virtual)","{{Complete}}","19","[#104951](https://github.com/llvm/llvm-project/issues/104951)",""
"[LWG3619](https://wg21.link/LWG3619)","Specification of `vformat_to` contains ill-formed `formatted_size` calls","2022-02 (Virtual)","{{NothingToDo}}","","[#104952](https://github.com/llvm/llvm-project/issues/104952)",""
"[LWG3621](https://wg21.link/LWG3621)","Remove feature-test macro `__cpp_lib_monadic_optional` ","2022-02 (Virtual)","{{Complete}}","15","[#104953](https://github.com/llvm/llvm-project/issues/104953)",""
"[LWG3632](https://wg21.link/LWG3632)","`unique_ptr` ""Mandates: This constructor is not selected by class template argument deduction""","2022-02 (Virtual)","{{NothingToDo}}","","[#104954](https://github.com/llvm/llvm-project/issues/104954)",""
"[LWG3643](https://wg21.link/LWG3643)","Missing `constexpr` in `std::counted_iterator` ","2022-02 (Virtual)","{{Complete}}","19","[#104955](https://github.com/llvm/llvm-project/issues/104955)",""
"[LWG3648](https://wg21.link/LWG3648)","`format` should not print `bool` with `'c'` ","2022-02 (Virtual)","{{Complete}}","15","[#104956](https://github.com/llvm/llvm-project/issues/104956)",""
"[LWG3649](https://wg21.link/LWG3649)","[fund.ts.v2] Reinstate and bump `__cpp_lib_experimental_memory_resource` feature test macro","2022-02 (Virtual)","","","[#104957](https://github.com/llvm/llvm-project/issues/104957)",""
"[LWG3650](https://wg21.link/LWG3650)","Are `std::basic_string`'s `iterator` and `const_iterator` constexpr iterators?","2022-02 (Virtual)","{{NothingToDo}}","","[#104958](https://github.com/llvm/llvm-project/issues/104958)",""
"[LWG3654](https://wg21.link/LWG3654)","`basic_format_context::arg(size_t)` should be `noexcept` ","2022-02 (Virtual)","{{Complete}}","15","[#104959](https://github.com/llvm/llvm-project/issues/104959)",""
"[LWG3657](https://wg21.link/LWG3657)","`std::hash<std::filesystem::path>` is not enabled","2022-02 (Virtual)","{{Complete}}","17","[#104960](https://github.com/llvm/llvm-project/issues/104960)",""
"[LWG3660](https://wg21.link/LWG3660)","`iterator_traits<common_iterator>::pointer` should conform to §[iterator.traits]","2022-02 (Virtual)","{{Complete}}","14","[#104961](https://github.com/llvm/llvm-project/issues/104961)",""
"[LWG3661](https://wg21.link/LWG3661)","`constinit atomic<shared_ptr<T>> a(nullptr);` should work","2022-02 (Virtual)","","","[#104962](https://github.com/llvm/llvm-project/issues/104962)",""
"","","","","","",""
"[LWG3564](https://wg21.link/LWG3564)","`transform_view::iterator<true>::value_type` and `iterator_category` should use `const F&`","2022-07 (Virtual)","{{Complete}}","20","[#104963](https://github.com/llvm/llvm-project/issues/104963)",""
"[LWG3617](https://wg21.link/LWG3617)","`function`/`packaged_task` deduction guides and deducing `this`","2022-07 (Virtual)","","","[#104965](https://github.com/llvm/llvm-project/issues/104965)",""
"[LWG3656](https://wg21.link/LWG3656)","Inconsistent bit operations returning a count","2022-07 (Virtual)","{{Complete}}","15","[#104966](https://github.com/llvm/llvm-project/issues/104966)",""
"[LWG3659](https://wg21.link/LWG3659)","Consider `ATOMIC_FLAG_INIT` undeprecation","2022-07 (Virtual)","{{Complete}}","15","[#104968](https://github.com/llvm/llvm-project/issues/104968)",""
"[LWG3670](https://wg21.link/LWG3670)","`Cpp17InputIterators` don't have integer-class difference types","2022-07 (Virtual)","","","[#104969](https://github.com/llvm/llvm-project/issues/104969)",""
"[LWG3671](https://wg21.link/LWG3671)","`atomic_fetch_xor` missing from `stdatomic.h`","2022-07 (Virtual)","{{Complete}}","20","[#104970](https://github.com/llvm/llvm-project/issues/104970)",""
"[LWG3672](https://wg21.link/LWG3672)","`common_iterator::operator->()` should return by value","2022-07 (Virtual)","{{Complete}}","19","[#104971](https://github.com/llvm/llvm-project/issues/104971)",""
"[LWG3683](https://wg21.link/LWG3683)","`operator==` for `polymorphic_allocator` cannot deduce template argument in common cases","2022-07 (Virtual)","{{Complete}}","20","[#104972](https://github.com/llvm/llvm-project/issues/104972)",""
"[LWG3687](https://wg21.link/LWG3687)","`expected<cv void, E>` move constructor should move","2022-07 (Virtual)","{{Complete}}","16","[#104973](https://github.com/llvm/llvm-project/issues/104973)",""
"[LWG3692](https://wg21.link/LWG3692)","`zip_view::iterator`'s `operator<=>` is overconstrained","2022-07 (Virtual)","{{Complete}}","20","[#104975](https://github.com/llvm/llvm-project/issues/104975)",""
"[LWG3701](https://wg21.link/LWG3701)","Make `formatter<remove_cvref_t<const charT[N]>, charT>` requirement explicit","2022-07 (Virtual)","{{Complete}}","15","[#104976](https://github.com/llvm/llvm-project/issues/104976)",""
"[LWG3702](https://wg21.link/LWG3702)","Should `zip_transform_view::iterator` remove `operator<`","2022-07 (Virtual)","{{Complete}}","22","[#104977](https://github.com/llvm/llvm-project/issues/104977)",""
"[LWG3703](https://wg21.link/LWG3703)","Missing requirements for `expected<T, E>` requires `is_void<T>`","2022-07 (Virtual)","{{Complete}}","16","[#104978](https://github.com/llvm/llvm-project/issues/104978)",""
"[LWG3704](https://wg21.link/LWG3704)","LWG 2059 added overloads that might be ill-formed for sets","2022-07 (Virtual)","","","[#104979](https://github.com/llvm/llvm-project/issues/104979)",""
"[LWG3705](https://wg21.link/LWG3705)","Hashability shouldn't depend on basic_string's allocator","2022-07 (Virtual)","{{Complete}}","16","[#104980](https://github.com/llvm/llvm-project/issues/104980)",""
"[LWG3707](https://wg21.link/LWG3707)","chunk_view::outer-iterator::value_type::size should return unsigned type","2022-07 (Virtual)","","","[#104981](https://github.com/llvm/llvm-project/issues/104981)",""
"[LWG3708](https://wg21.link/LWG3708)","`take_while_view::sentinel`'s conversion constructor should move","2022-07 (Virtual)","{{Complete}}","16","[#104982](https://github.com/llvm/llvm-project/issues/104982)",""
"[LWG3709](https://wg21.link/LWG3709)","LWG-3703 was underly ambitious","2022-07 (Virtual)","","","[#104983](https://github.com/llvm/llvm-project/issues/104983)",""
"[LWG3710](https://wg21.link/LWG3710)","The `end` of `chunk_view` for input ranges can be `const`","2022-07 (Virtual)","","","[#104985](https://github.com/llvm/llvm-project/issues/104985)",""
"[LWG3711](https://wg21.link/LWG3711)","Missing preconditions for slide_view constructor","2022-07 (Virtual)","","","[#104987](https://github.com/llvm/llvm-project/issues/104987)",""
"[LWG3712](https://wg21.link/LWG3712)","`chunk_view` and `slide_view` should not be `default_initializable`","2022-07 (Virtual)","","","[#104988](https://github.com/llvm/llvm-project/issues/104988)",""
"[LWG3713](https://wg21.link/LWG3713)","Sorted with respect to comparator (only)","2022-07 (Virtual)","{{NothingToDo}}","","[#104989](https://github.com/llvm/llvm-project/issues/104989)",""
"[LWG3715](https://wg21.link/LWG3715)","`view_interface::empty` is overconstrained","2022-07 (Virtual)","{{Complete}}","19","[#104990](https://github.com/llvm/llvm-project/issues/104990)",""
"[LWG3719](https://wg21.link/LWG3719)","Directory iterators should be usable with default sentinel","2022-07 (Virtual)","{{Complete}}","17","[#104992](https://github.com/llvm/llvm-project/issues/104992)",""
"[LWG3721](https://wg21.link/LWG3721)","Allow an `arg-id` with a value of zero for `width` in `std-format-spec`","2022-07 (Virtual)","{{Complete}}","16","[#104993](https://github.com/llvm/llvm-project/issues/104993)",""
"[LWG3724](https://wg21.link/LWG3724)","`decay-copy` should be constrained","2022-07 (Virtual)","{{Complete}}","14","[#104994](https://github.com/llvm/llvm-project/issues/104994)",""
"","","","","","",""
"[LWG3028](https://wg21.link/LWG3028)","Container requirements tables should distinguish `const` and non-`const` variables","2022-11 (Kona)","","","[#104995](https://github.com/llvm/llvm-project/issues/104995)",""
"[LWG3118](https://wg21.link/LWG3118)","`fpos` equality comparison unspecified","2022-11 (Kona)","","","[#104996](https://github.com/llvm/llvm-project/issues/104996)",""
"[LWG3177](https://wg21.link/LWG3177)","Limit permission to specialize variable templates to program-defined types","2022-11 (Kona)","{{NothingToDo}}","","[#104997](https://github.com/llvm/llvm-project/issues/104997)",""
"[LWG3515](https://wg21.link/LWG3515)","§[stacktrace.basic.nonmem]: `operator<<` should be less templatized","2022-11 (Kona)","","","[#104998](https://github.com/llvm/llvm-project/issues/104998)",""
"[LWG3545](https://wg21.link/LWG3545)","`std::pointer_traits` should be SFINAE-friendly","2022-11 (Kona)","{{Complete}}","18","[#104999](https://github.com/llvm/llvm-project/issues/104999)",""
"[LWG3569](https://wg21.link/LWG3569)","`join_view` fails to support ranges of ranges with non-default_initializable iterators","2022-11 (Kona)","","","[#105000](https://github.com/llvm/llvm-project/issues/105000)",""
"[LWG3594](https://wg21.link/LWG3594)","`inout_ptr` — inconsistent `release()` in destructor","2022-11 (Kona)","{{Complete}}","19","[#105001](https://github.com/llvm/llvm-project/issues/105001)",""
"[LWG3597](https://wg21.link/LWG3597)","Unsigned integer types don't model advanceable","2022-11 (Kona)","","","[#105002](https://github.com/llvm/llvm-project/issues/105002)",""
"[LWG3600](https://wg21.link/LWG3600)","Making `istream_iterator` copy constructor trivial is an ABI break","2022-11 (Kona)","{{Complete}}","","[#105003](https://github.com/llvm/llvm-project/issues/105003)",""
"[LWG3629](https://wg21.link/LWG3629)","`make_error_code` and `make_error_condition` are customization points","2022-11 (Kona)","{{Complete}}","16","[#105004](https://github.com/llvm/llvm-project/issues/105004)",""
"[LWG3636](https://wg21.link/LWG3636)","`formatter<T>::format` should be `const`-qualified","2022-11 (Kona)","{{Complete}}","16","[#105005](https://github.com/llvm/llvm-project/issues/105005)",""
"[LWG3646](https://wg21.link/LWG3646)","`std::ranges::view_interface::size` returns a signed type","2022-11 (Kona)","{{Complete}}","16","[#105006](https://github.com/llvm/llvm-project/issues/105006)",""
"[LWG3677](https://wg21.link/LWG3677)","Is a cv-qualified `pair` specially handled in uses-allocator construction?","2022-11 (Kona)","{{Complete}}","18","[#105007](https://github.com/llvm/llvm-project/issues/105007)",""
"[LWG3717](https://wg21.link/LWG3717)","`common_view::end` should improve `random_access_range` case","2022-11 (Kona)","","","[#105008](https://github.com/llvm/llvm-project/issues/105008)",""
"[LWG3732](https://wg21.link/LWG3732)","`prepend_range` and `append_range` can't be amortized constant time","2022-11 (Kona)","{{NothingToDo}}","","[#105011](https://github.com/llvm/llvm-project/issues/105011)",""
"[LWG3736](https://wg21.link/LWG3736)","`move_iterator` missing `disable_sized_sentinel_for` specialization","2022-11 (Kona)","{{Complete}}","19","[#105012](https://github.com/llvm/llvm-project/issues/105012)",""
"[LWG3737](https://wg21.link/LWG3737)","`take_view::sentinel` should provide `operator-`","2022-11 (Kona)","","","[#105013](https://github.com/llvm/llvm-project/issues/105013)",""
"[LWG3738](https://wg21.link/LWG3738)","Missing preconditions for `take_view` constructor","2022-11 (Kona)","{{Complete}}","16","[#105014](https://github.com/llvm/llvm-project/issues/105014)",""
"[LWG3743](https://wg21.link/LWG3743)","`ranges::to`'s reserve may be ill-formed","2022-11 (Kona)","","","[#105015](https://github.com/llvm/llvm-project/issues/105015)",""
"[LWG3745](https://wg21.link/LWG3745)","`std::atomic_wait` and its friends lack `noexcept`","2022-11 (Kona)","{{Complete}}","16","[#105016](https://github.com/llvm/llvm-project/issues/105016)",""
"[LWG3746](https://wg21.link/LWG3746)","`optional`'s spaceship with `U` with a type derived from optional causes infinite constraint meta-recursion","2022-11 (Kona)","{{Complete}}","17","[#105017](https://github.com/llvm/llvm-project/issues/105017)",""
"[LWG3747](https://wg21.link/LWG3747)","`ranges::uninitialized_copy_n`, `ranges::uninitialized_move_n`, and `ranges::destroy_n` should use `std::move`","2022-11 (Kona)","","","[#105018](https://github.com/llvm/llvm-project/issues/105018)",""
"[LWG3750](https://wg21.link/LWG3750)","Too many papers bump `__cpp_lib_format`","2022-11 (Kona)","{{Partial}}","","[#105020](https://github.com/llvm/llvm-project/issues/105020)","Only `__cpp_lib_format_ranges` is fully implemented"
"[LWG3751](https://wg21.link/LWG3751)","Missing feature macro for `flat_set`","2022-11 (Kona)","{{Complete}}","21","[#105021](https://github.com/llvm/llvm-project/issues/105021)",""
"[LWG3753](https://wg21.link/LWG3753)","Clarify entity vs. freestanding entity","2022-11 (Kona)","","","[#105022](https://github.com/llvm/llvm-project/issues/105022)",""
"[LWG3754](https://wg21.link/LWG3754)","Class template expected synopsis contains declarations that do not match the detailed description","2022-11 (Kona)","{{NothingToDo}}","","[#105023](https://github.com/llvm/llvm-project/issues/105023)",""
"[LWG3755](https://wg21.link/LWG3755)","`tuple-for-each` can call `user-defined` `operator,`","2022-11 (Kona)","{{Complete}}","17","[#105024](https://github.com/llvm/llvm-project/issues/105024)",""
"[LWG3757](https://wg21.link/LWG3757)","What's the effect of `std::forward_like<void>(x)`?","2022-11 (Kona)","{{Complete}}","","[#105026](https://github.com/llvm/llvm-project/issues/105026)",""
"[LWG3759](https://wg21.link/LWG3759)","`ranges::rotate_copy` should use `std::move`","2022-11 (Kona)","{{Complete}}","15","[#105027](https://github.com/llvm/llvm-project/issues/105027)",""
"[LWG3760](https://wg21.link/LWG3760)","`cartesian_product_view::iterator`'s `parent_` is never valid","2022-11 (Kona)","","","[#105028](https://github.com/llvm/llvm-project/issues/105028)",""
"[LWG3761](https://wg21.link/LWG3761)","`cartesian_product_view::iterator::operator-` should pass by reference","2022-11 (Kona)","","","[#105029](https://github.com/llvm/llvm-project/issues/105029)",""
"[LWG3762](https://wg21.link/LWG3762)","`generator::iterator::operator==` should pass by reference","2022-11 (Kona)","","","[#105030](https://github.com/llvm/llvm-project/issues/105030)",""
"[LWG3764](https://wg21.link/LWG3764)","`reference_wrapper::operator()` should propagate noexcept","2022-11 (Kona)","{{Complete}}","17","[#105031](https://github.com/llvm/llvm-project/issues/105031)",""
"[LWG3765](https://wg21.link/LWG3765)","`const_sentinel` should be constrained","2022-11 (Kona)","","","[#105032](https://github.com/llvm/llvm-project/issues/105032)",""
"[LWG3766](https://wg21.link/LWG3766)","`view_interface::cbegin` is underconstrained","2022-11 (Kona)","","","[#105033](https://github.com/llvm/llvm-project/issues/105033)",""
"[LWG3770](https://wg21.link/LWG3770)","`const_sentinel_t` is missing","2022-11 (Kona)","","","[#105034](https://github.com/llvm/llvm-project/issues/105034)",""
"[LWG3773](https://wg21.link/LWG3773)","`views::zip_transform` still requires `F` to be `copy_constructible` when empty pack","2022-11 (Kona)","{{Complete}}","22","[#105035](https://github.com/llvm/llvm-project/issues/105035)",""
"[LWG3774](https://wg21.link/LWG3774)","`<flat_set>` should include `<compare>`","2022-11 (Kona)","{{Complete}}","21","[#105036](https://github.com/llvm/llvm-project/issues/105036)",""
"[LWG3775](https://wg21.link/LWG3775)","Broken dependencies in the `Cpp17Allocator` requirements","2022-11 (Kona)","","","[#105038](https://github.com/llvm/llvm-project/issues/105038)",""
"[LWG3778](https://wg21.link/LWG3778)","`vector<bool>` missing exception specifications","2022-11 (Kona)","{{Complete}}","3.7","[#105039](https://github.com/llvm/llvm-project/issues/105039)",""
"[LWG3781](https://wg21.link/LWG3781)","The exposition-only alias templates `cont-key-type` and `cont-mapped-type` should be removed","2022-11 (Kona)","{{NothingToDo}}","","[#105040](https://github.com/llvm/llvm-project/issues/105040)",""
"[LWG3782](https://wg21.link/LWG3782)","Should `<math.h>` declare `::lerp`?","2022-11 (Kona)","{{Complete}}","17","[#105041](https://github.com/llvm/llvm-project/issues/105041)",""
"[LWG3784](https://wg21.link/LWG3784)","std.compat should not provide `::byte` and its friends","2022-11 (Kona)","{{Complete}}","19","[#105042](https://github.com/llvm/llvm-project/issues/105042)",""
"[LWG3785](https://wg21.link/LWG3785)","`ranges::to` is over-constrained on the destination type being a range","2022-11 (Kona)","","","[#105044](https://github.com/llvm/llvm-project/issues/105044)",""
"[LWG3788](https://wg21.link/LWG3788)","`jthread::operator=(jthread&&)` postconditions are unimplementable under self-assignment","2022-11 (Kona)","{{Complete}}","18","[#105045](https://github.com/llvm/llvm-project/issues/105045)",""
"[LWG3792](https://wg21.link/LWG3792)","`__cpp_lib_constexpr_algorithms` should also be defined in `<utility>`","2022-11 (Kona)","{{Complete}}","16","[#105046](https://github.com/llvm/llvm-project/issues/105046)",""
"[LWG3795](https://wg21.link/LWG3795)","Self-move-assignment of `std::future` and `std::shared_future` have unimplementable postconditions","2022-11 (Kona)","","","[#105047](https://github.com/llvm/llvm-project/issues/105047)",""
"[LWG3796](https://wg21.link/LWG3796)","`movable-box` as member should use `default-initialization` instead of `copy-initialization`","2022-11 (Kona)","","","[#105048](https://github.com/llvm/llvm-project/issues/105048)",""
"[LWG3798](https://wg21.link/LWG3798)","Rvalue reference and `iterator_category`","2022-11 (Kona)","{{Complete}}","22","[#105049](https://github.com/llvm/llvm-project/issues/105049)",""
"[LWG3801](https://wg21.link/LWG3801)","`cartesian_product_view::iterator::distance-from` ignores the size of last underlying range","2022-11 (Kona)","","","[#105051](https://github.com/llvm/llvm-project/issues/105051)",""
"[LWG3814](https://wg21.link/LWG3814)","Add freestanding items requested by NB comments","2022-11 (Kona)","","","[#105052](https://github.com/llvm/llvm-project/issues/105052)",""
"[LWG3816](https://wg21.link/LWG3816)","`flat_map` and `flat_multimap` should impose sequence container requirements","2022-11 (Kona)","","","[#105053](https://github.com/llvm/llvm-project/issues/105053)",""
"[LWG3817](https://wg21.link/LWG3817)","Missing preconditions on `forward_list` modifiers","2022-11 (Kona)","","","[#105055](https://github.com/llvm/llvm-project/issues/105055)",""
"[LWG3818](https://wg21.link/LWG3818)","Exposition-only concepts are not described in library intro","2022-11 (Kona)","{{NothingToDo}}","","[#105056](https://github.com/llvm/llvm-project/issues/105056)",""
"[LWG3822](https://wg21.link/LWG3822)","Avoiding normalization in `filesystem::weakly_canonical`","2022-11 (Kona)","","","[#105057](https://github.com/llvm/llvm-project/issues/105057)",""
"[LWG3823](https://wg21.link/LWG3823)","Unnecessary precondition for `is_aggregate`","2022-11 (Kona)","{{NothingToDo}}","","[#105058](https://github.com/llvm/llvm-project/issues/105058)",""
"[LWG3824](https://wg21.link/LWG3824)","Number of `bind` placeholders is underspecified","2022-11 (Kona)","{{NothingToDo}}","","[#105060](https://github.com/llvm/llvm-project/issues/105060)",""
"[LWG3826](https://wg21.link/LWG3826)","Redundant specification [for overload of yield_value]","2022-11 (Kona)","{{NothingToDo}}","","[#105061](https://github.com/llvm/llvm-project/issues/105061)",""
"","","","","","",""
"[LWG2195](https://wg21.link/LWG2195)","Missing constructors for `match_results`","2023-02 (Issaquah)","","","[#105062](https://github.com/llvm/llvm-project/issues/105062)",""
"[LWG2295](https://wg21.link/LWG2295)","Locale name when the provided `Facet` is a `nullptr`","2023-02 (Issaquah)","","","[#105063](https://github.com/llvm/llvm-project/issues/105063)",""
"[LWG3032](https://wg21.link/LWG3032)","`ValueSwappable` requirement missing for `push_heap` and `make_heap`","2023-02 (Issaquah)","","","[#105064](https://github.com/llvm/llvm-project/issues/105064)",""
"[LWG3085](https://wg21.link/LWG3085)","`char_traits::copy` precondition too weak","2023-02 (Issaquah)","","","[#105065](https://github.com/llvm/llvm-project/issues/105065)",""
"[LWG3664](https://wg21.link/LWG3664)","[LWG 3392](https://wg21.link/LWG3392) `broke std::ranges::distance(a, a+3)`","2023-02 (Issaquah)","{{Complete}}","14","[#105066](https://github.com/llvm/llvm-project/issues/105066)",""
"[LWG3720](https://wg21.link/LWG3720)","Restrict the valid types of `arg-id` for width and precision in `std-format-spec`","2023-02 (Issaquah)","{{Complete}}","17","[#105067](https://github.com/llvm/llvm-project/issues/105067)",""
"[LWG3756](https://wg21.link/LWG3756)","Is the `std::atomic_flag` class signal-safe?","2023-02 (Issaquah)","","","[#105068](https://github.com/llvm/llvm-project/issues/105068)",""
"[LWG3769](https://wg21.link/LWG3769)","`basic_const_iterator::operator==` causes infinite constraint recursion","2023-02 (Issaquah)","","","[#105069](https://github.com/llvm/llvm-project/issues/105069)",""
"[LWG3807](https://wg21.link/LWG3807)","The feature test macro for `ranges::find_last` should be renamed","2023-02 (Issaquah)","","","[#105070](https://github.com/llvm/llvm-project/issues/105070)",""
"[LWG3811](https://wg21.link/LWG3811)","`views::as_const` on `ref_view<T>` should return `ref_view<const T>`","2023-02 (Issaquah)","","","[#105071](https://github.com/llvm/llvm-project/issues/105071)",""
"[LWG3820](https://wg21.link/LWG3820)","`cartesian_product_view::iterator::prev` is not quite right","2023-02 (Issaquah)","","","[#105072](https://github.com/llvm/llvm-project/issues/105072)",""
"[LWG3825](https://wg21.link/LWG3825)","Missing compile-time argument `id` check in `basic_format_parse_context::next_arg_id`","2023-02 (Issaquah)","{{Complete}}","17","[#105073](https://github.com/llvm/llvm-project/issues/105073)",""
"[LWG3204](https://wg21.link/LWG3204)","`sub_match::swap` only swaps the base class","2023-02 (Issaquah)","{{Complete}}","17","[#105074](https://github.com/llvm/llvm-project/issues/105074)",""
"[LWG3733](https://wg21.link/LWG3733)","`ranges::to` misuses `cpp17-input-iterator`","2023-02 (Issaquah)","{{Complete}}","17","[#105075](https://github.com/llvm/llvm-project/issues/105075)",""
"[LWG3742](https://wg21.link/LWG3742)","`deque::prepend_range` needs to permute","2023-02 (Issaquah)","","","[#105077](https://github.com/llvm/llvm-project/issues/105077)",""
"[LWG3790](https://wg21.link/LWG3790)","[P1467](https://wg21.link/P1467) accidentally changed `nexttoward`'s signature","2023-02 (Issaquah)","","","[#105078](https://github.com/llvm/llvm-project/issues/105078)",""
"[LWG3819](https://wg21.link/LWG3819)","`reference_meows_from_temporary` should not use `is_meowible`","2023-02 (Issaquah)","","","[#105079](https://github.com/llvm/llvm-project/issues/105079)",""
"[LWG3821](https://wg21.link/LWG3821)","`uses_allocator_construction_args` should have overload for `pair-like`","2023-02 (Issaquah)","{{Complete}}","18","[#105080](https://github.com/llvm/llvm-project/issues/105080)",""
"[LWG3834](https://wg21.link/LWG3834)","Missing `constexpr` for `std::intmax_t` math functions in `<cinttypes>`","2023-02 (Issaquah)","","","[#105081](https://github.com/llvm/llvm-project/issues/105081)",""
"[LWG3839](https://wg21.link/LWG3839)","`range_formatter`'s `set_separator`, `set_brackets`, and `underlying` functions should be `noexcept`","2023-02 (Issaquah)","{{Complete}}","17","[#105082](https://github.com/llvm/llvm-project/issues/105082)",""
"[LWG3841](https://wg21.link/LWG3841)","`<version>` should not be ""all freestanding""","2023-02 (Issaquah)","","","[#105083](https://github.com/llvm/llvm-project/issues/105083)",""
"[LWG3842](https://wg21.link/LWG3842)","Unclear wording for `precision` in `chrono-format-spec`","2023-02 (Issaquah)","{{Complete}}","16","[#105085](https://github.com/llvm/llvm-project/issues/105085)",""
"[LWG3848](https://wg21.link/LWG3848)","`adjacent_view`, `adjacent_transform_view` and `slide_view` missing `base` accessor","2023-02 (Issaquah)","","","[#105086](https://github.com/llvm/llvm-project/issues/105086)",""
"[LWG3849](https://wg21.link/LWG3849)","`cartesian_product_view::iterator`'s default constructor is overconstrained","2023-02 (Issaquah)","","","[#105087](https://github.com/llvm/llvm-project/issues/105087)",""
"[LWG3850](https://wg21.link/LWG3850)","`views::as_const` on `empty_view<T>` should return `empty_view<const T>`","2023-02 (Issaquah)","","","[#105088](https://github.com/llvm/llvm-project/issues/105088)",""
"[LWG3851](https://wg21.link/LWG3851)","`chunk_view::inner-iterator` missing custom `iter_move` and `iter_swap`","2023-02 (Issaquah)","","","[#105089](https://github.com/llvm/llvm-project/issues/105089)",""
"[LWG3853](https://wg21.link/LWG3853)","`basic_const_iterator<volatile int*>::operator->` is ill-formed","2023-02 (Issaquah)","","","[#105090](https://github.com/llvm/llvm-project/issues/105090)",""
"[LWG3857](https://wg21.link/LWG3857)","`basic_string_view` should allow explicit conversion when only traits vary","2023-02 (Issaquah)","{{Complete}}","17","[#105092](https://github.com/llvm/llvm-project/issues/105092)",""
"[LWG3860](https://wg21.link/LWG3860)","`range_common_reference_t` is missing","2023-02 (Issaquah)","{{Complete}}","17","[#105094](https://github.com/llvm/llvm-project/issues/105094)",""
"[LWG3866](https://wg21.link/LWG3866)","Bad Mandates for `expected::transform_error` overloads","2023-02 (Issaquah)","{{Complete}}","17","[#105095](https://github.com/llvm/llvm-project/issues/105095)",""
"[LWG3867](https://wg21.link/LWG3867)","Should `std::basic_osyncstream`'s move assignment operator be `noexcept`?","2023-02 (Issaquah)","{{Complete}}","18","[#105097](https://github.com/llvm/llvm-project/issues/105097)",""
"[LWG3441](https://wg21.link/LWG3441)","Misleading note about calls to customization points","2023-02 (Issaquah)","","","[#105098](https://github.com/llvm/llvm-project/issues/105098)",""
"[LWG3622](https://wg21.link/LWG3622)","Misspecified transitivity of equivalence in §[unord.req.general]","2023-02 (Issaquah)","","","[#105100](https://github.com/llvm/llvm-project/issues/105100)",""
"[LWG3631](https://wg21.link/LWG3631)","`basic_format_arg(T&&)` should use `remove_cvref_t<T>` throughout","2023-02 (Issaquah)","{{Complete}}","17","[#105101](https://github.com/llvm/llvm-project/issues/105101)",""
"[LWG3645](https://wg21.link/LWG3645)","`resize_and_overwrite` is overspecified to call its callback with lvalues","2023-02 (Issaquah)","{{Complete}}","14","[#105102](https://github.com/llvm/llvm-project/issues/105102)",""
"[LWG3655](https://wg21.link/LWG3655)","The `INVOKE` operation and union types","2023-02 (Issaquah)","{{Complete}}","18","[#105103](https://github.com/llvm/llvm-project/issues/105103)",""
"[LWG3723](https://wg21.link/LWG3723)","`priority_queue::push_range` needs to `append_range`","2023-02 (Issaquah)","{{Complete}}","17","[#105104](https://github.com/llvm/llvm-project/issues/105104)",""
"[LWG3734](https://wg21.link/LWG3734)","Inconsistency in `inout_ptr` and `out_ptr` for empty case","2023-02 (Issaquah)","{{Complete}}","19","[#105105](https://github.com/llvm/llvm-project/issues/105105)",""
"[LWG3772](https://wg21.link/LWG3772)","`repeat_view`'s `piecewise` constructor is missing Postconditions","2023-02 (Issaquah)","{{Complete}}","17","[#105106](https://github.com/llvm/llvm-project/issues/105106)",""
"[LWG3786](https://wg21.link/LWG3786)","Flat maps' deduction guide needs to default `Allocator` to be useful","2023-02 (Issaquah)","","","[#105107](https://github.com/llvm/llvm-project/issues/105107)",""
"[LWG3803](https://wg21.link/LWG3803)","`flat_foo` constructors taking `KeyContainer` lack `KeyCompare` parameter","2023-02 (Issaquah)","","","[#105108](https://github.com/llvm/llvm-project/issues/105108)",""
"[LWG3810](https://wg21.link/LWG3810)","CTAD for `std::basic_format_args`","2023-02 (Issaquah)","{{Complete}}","17","[#105109](https://github.com/llvm/llvm-project/issues/105109)",""
"[LWG3827](https://wg21.link/LWG3827)","Deprecate `<stdalign.h>` and `<stdbool.h>` macros","2023-02 (Issaquah)","","","[#105110](https://github.com/llvm/llvm-project/issues/105110)",""
"[LWG3828](https://wg21.link/LWG3828)","Sync `intmax_t` and `uintmax_t` with C2x","2023-02 (Issaquah)","{{NothingToDo}}","","[#105111](https://github.com/llvm/llvm-project/issues/105111)",""
"[LWG3833](https://wg21.link/LWG3833)","Remove specialization `template<size_t N> struct formatter<const charT[N], charT>`","2023-02 (Issaquah)","{{Complete}}","17","[#105112](https://github.com/llvm/llvm-project/issues/105112)",""
